LAW_NUM,RANK_NAME,REC_ID,LISTING,EFFECTIVE_FROM,PARTY_ISO2,IS_CURRENT,HASH_NOTE,POPULATIONS_ISO2,EXCLUDEDpopulations_ISO,IS_INCLUSION,INCLUDED_IN,RANK,EXCLUDED_REC_IDS,FULL_NOTE_EN
139,FAMILY,4,B,14/02/2012,,0,#4 No 101/2012,,,0,,,,"Except for the species included in Annex A. Artificially propagated hybrids of Cymbidium, Dendrobium, Phalaenopsis and Vanda are not subject to the provisions of this Regulation, when specimens are readily recognizable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; and (a) when shipped in non flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or (b) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification. Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents."
138,FAMILY,4,B,15/08/2010,,0,#4 No 709/2010,,,0,,,,"Except for the species included in Annex A. Artificially propagated hybrids of the following genera are not subject to the provisions of this Regulation, if conditions, as indicated in paragraphs a) and b) below, are met: <i>Cymbidium</i>, <i>Dendrobium</i>, <i>Phalaenopsis</i> and <i>Vanda_:a) Specimens are readily recognisable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; andb) i) when shipped in non flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or ii) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification. Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents."
137,FAMILY,4,B,22/05/2009,,0,#1 No 407/2009,,,0,,,,"Except for the species included in Annex A. Artificially propagated hybrids of the following genera are not subject to the provisions of this Regulation, if conditions, as indicated in paragraphs a) and b) below, are met: <i>Cymbidium</i>, <i>Dendrobium</i>, <i>Phalaenopsis</i> and <i>Vanda_:a) Specimens are readily recognisable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; andb) i) when shipped in non flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or ii) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification. Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents."
100,FAMILY,4,B,11/04/2008,,0,#1 No 318/2008,,,0,,,,"Except for the species included in Annex A. Artificially propagated hybrids of the following genera are not subject to the provisions of this Regulation, if conditions, as indicated in paragraphs a) and b) below, are met: <i>Cymbidium</i>, <i>Dendrobium</i>, <i>Phalaenopsis</i> and <i>Vanda_:a) Specimens are readily recognisable as artificially propagated and do not show any signs of having been collected in the wild such as mechanical damage or strong dehydration resulting from collection, irregular growth and heterogeneous size and shape within a taxon and shipment, algae or other epiphyllous organisms adhering to leaves, or damage by insects or other pests; andb) i) when shipped in non flowering state, the specimens must be traded in shipments consisting of individual containers (such as cartons, boxes, crates or individual shelves of CC-containers) each containing 20 or more plants of the same hybrid; the plants within each container must exhibit a high degree of uniformity and healthiness; and the shipment must be accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid; or ii) when shipped in flowering state, with at least one fully open flower per specimen, no minimum number of specimens per shipment is required but specimens must be professionally processed for commercial retail sale, e.g. labelled with printed labels or packaged with printed packages indicating the name of the hybrid and the country of final processing. This should be clearly visible and allow easy verification. Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents."
98,FAMILY,4,B,22/08/2005,,0,#8 No 1332/2005,,,0,,,,"Except for the species included in Annex A. Artificially propagated specimens of hybrids of the genera <i>Cymbidium, Dendrobium, Phalaenopsis</i> and <i>Vanda</i> are not subject to the provisions of the Convention when:1) the specimens are traded in shipments consisting of individual containers (i.e. cartons, boxes or crates) each containing 20 or more plants of the same hybrid;2) the plants within each container can be readily recognized as artificially propagated specimens by exhibiting a high degree of uniformity and healthiness; and3) the shipments are accompanied by documentation, such as an invoice, which clearly states the number of plants of each hybrid.Artificially propagated specimens of the following hybrids:– Cymbidium: Interspecific hybrids within the genus and intergeneric hybrids– Dendrobium: Interspecific hybrids within the genus known in horticulture as ""nobile-types"" and ""phalaenopsis-types""– Phalaenopsis: Interspecific hybrids within the genus and intergeneric hybrids– Vanda: Interspecific hybrids within the genus and intergeneric hybridsare not subject to the provisions of the Convention when:1) they are traded in flowering state, i.e. with at least one open flower per specimen, with reflexed petals;2) they are professionally processed for commercial retail sale, e.g. labelled with printed labels and packaged with printed packages;3) they can be readily recognized as artificially propagated specimens by exhibiting a high degree of cleanliness, undamaged inflorescences, intact root systems and a general absence of damage or injury that could be attributable to plants originating in the wild;4) the plants do not exhibit characteristics of wild origin, such as damage by insects or other animals, fungi or algae adhering to leaves, or mechanical damage to inflorescences, roots, leaves or other parts resulting from collection; and5) the labels or packages indicate the trade name of the specimen, the country of artificial propagation or, in the case of international trade during the production process, the country where the specimen was labelled and packaged; and the labels or packages show a photograph of the flower, or demonstrate by other means the appropriate use of labels and packages in an easily verifiable way.Plants not clearly qualifying for the exemption must be accompanied by appropriate CITES documents."
82,FAMILY,4,B,30/08/2003,,0,#8 No 1497/2003,,,0,,,,Except for the species included in Annex A. Includes families Apostasiaceae and Cypripediaceae as subfamilies Apostasioideae and Cypripedioideae.
29,FAMILY,4,B,18/12/2000,,0,#7 No 2724/2000,,,0,,,,Includes families <i>Apostasiaceae</i> and <i>Cypripediaceae</i> as subfamilies <i>Apostasioideae</i> and <i>Cypripedioideae</i>.
8,FAMILY,4,B,01/06/1997,,0,#7 No 338/97,,,0,,,,
140,FAMILY,13,B,15/12/2012,,0,#4 No 1158/2012,,,0,,,,Except for the species included in Annex A.
139,FAMILY,13,B,14/02/2012,,0,#4 No 101/2012,,,0,,,,Except for the species included in Annex A.
138,FAMILY,13,B,15/08/2010,,0,#4 No 709/2010,,,0,,,,Except for the species included in Annex A.
137,FAMILY,13,B,22/05/2009,,0,#1 No 407/2009,,,0,,,,Except for the species included in Annex A.
100,FAMILY,13,B,11/04/2008,,0,#1 No 318/2008,,,0,,,,Except for the species included in Annex A.
98,FAMILY,13,B,22/08/2005,,0,#1 No 1332/2005,,,0,,,,Except for the species included on Annex A.
82,FAMILY,13,B,30/08/2003,,0,#1 No 1497/2003,,,0,,,,Except for the species included on Annex A.
29,FAMILY,13,B,18/12/2000,,0,#1 No 2724/2000,,,0,,,,"One or more geographically separate populations, subspecies or species are included in Annex B and are excluded from Annex A."
8,FAMILY,13,B,01/06/1997,,0,#1 No 338/97,,,0,,,,"One or more geographically separate populations, sub-species or species are included in Annex B and are excluded from Annex A."
140,FAMILY,14,B,15/12/2012,,0,#4 No 1158/2012,,,0,,,,Except for the species in Annex A [<i>Cycas beddomei</i>].
139,FAMILY,14,B,14/02/2012,,0,#4 No 101/2012,,,0,,,,Except for the species in Annex A [<i>Cycas beddomei</i>].
138,FAMILY,14,B,15/08/2010,,0,#4 No 709/2010,,,0,,,,Except for the species in Annex A [<i>Cycas beddomei</i>].
137,FAMILY,14,B,22/05/2009,,0,#1 No 407/2009,,,0,,,,Except for the species in Annex A [<i>Cycas beddomei</i>].
100,FAMILY,14,B,11/04/2008,,0,#1 No 318/2008,,,0,,,,Except for the species in Annex A [<i>Cycas beddomei</i>].
98,FAMILY,14,B,22/08/2005,,0,#1 No 1332/2005,,,0,,,,Except for the species in Annex A [<i>Cycas beddomei</i>].
82,FAMILY,14,B,30/08/2003,,0,#1 No 1497/2003,,,0,,,,"Includes genera <i>Alsophila, Nephelea, Sphaeropteris</i> and <i>Trichipteris</i>. Except for the species included in Annex A."
29,FAMILY,14,B,18/12/2000,,0,#1 No 2724/2000,,,0,,,,"One or more geographically separate populations, subspecies or species or taxon are included in Annex A and excluded from Annex B."
8,FAMILY,14,B,01/06/1997,,0,#1 No 338/97,,,0,,,,"One or more geographically separate populations, subspecies or species or taxon are included in Annex A and excluded from Annex B."
140,FAMILY,21,B,15/12/2012,,0,#4 No 1158/2012,,,0,,,,
139,FAMILY,21,B,14/02/2012,,0,#4 No 101/2012,,,0,,,,
138,FAMILY,21,B,15/08/2010,,0,#4 No 709/2010,,,0,,,,
137,FAMILY,21,B,22/05/2009,,0,#1 No 407/2009,,,0,,,,
100,FAMILY,21,B,11/04/2008,,0,#1 No 318/2008,,,0,,,,
98,FAMILY,21,B,22/08/2005,,0,#1 No 1332/2005,,,0,,,,
82,FAMILY,21,B,30/08/2003,,0,#1 No 1497/2003,,,0,,,,
29,FAMILY,21,B,18/12/2000,,0,#1 No 2724/2000,,,0,,,,
8,FAMILY,21,B,01/06/1997,,0,#1 No 338/97,,,0,,,,
140,GENUS,38,B,15/12/2012,,0,#4 No 1158/2012,,,0,,,SPECIES: 147981,"Except for the species included in Annex A and <i>Aloe vera</i>, also known as <i>Aloe barbadensis</i>, which is not included in the Annexes to this Regulation."
139,GENUS,38,B,14/02/2012,,0,#4 No 101/2012,,,0,,,SPECIES: 147981,"Except for the species included in Annex A and <i>Aloe vera</i>, also known as <i>Aloe barbadensis</i>, which is not included in the Annexes to this Regulation."
138,GENUS,38,B,15/08/2010,,0,#4 No 709/2010,,,0,,,SPECIES: 147981,"Except for the species included in Annex A and <i>Aloe vera</i>, also known as <i>Aloe barbadensis</i>, which is not included in the Annexes to this Regulation."
137,GENUS,38,B,22/05/2009,,0,#1 No 407/2009,,,0,,,SPECIES: 147981,"Except for the species included in Annex A and <i>Aloe vera</i>, also known as <i>Aloe barbadensis</i>, which is not included in the Annexes to this Regulation."
100,GENUS,38,B,11/04/2008,,0,#1 No 318/2008,,,0,,,SPECIES: 147981,"Except for the species included in Annex A and <i>Aloe vera</i>, also known as <i>Aloe barbadensis</i>, which is not included in the Annexes to this Regulation."
98,GENUS,38,B,22/08/2005,,0,#1 No 1332/2005,,,0,,,SPECIES: 147981,"Except for the species included in Annex A and <i>Aloe vera</i>; also known as <i>Aloe barbadensis</i>, which is not included in the Annexes to this Regulation."
90,GENUS,38,B,20/05/2004,,0,#1 No 1497/2003,,,0,,,SPECIES: 147981,"Except for the species included in Annex A and except <i>Aloe vera</i>; also referenced as <i>Aloe barbadensis</i>, which is not included in the Annexes to this Regulation."
82,GENUS,38,B,30/08/2003,,0,#1 No 1497/2003,,,0,,,SPECIES: 147981,"Except <i>Aloe vera</i>; also referenced as <i>Aloe barbadensis</i>, which is not included in the Annexes to this Regulation."
29,FAMILY,38,DELB,18/12/2000,,0,,,,0,,,,
29,GENUS,38,B,18/12/2000,,0,#1 No 2724/2000,,,0,,,SPECIES: 147981,"Excluding <i>Aloe vera</i>, also referenced as <i>Aloe barbadensis</i>."
8,FAMILY,38,B,01/06/1997,,0,#1 No 338/97,,,0,,,,Populations of the Americas.
8,FAMILY,38,B,01/06/1997,,0,#1 No 338/97,,,0,,,,
8,GENUS,38,B,01/06/1997,,0,#1 No 338/97,,,0,,,SPECIES: 147981,"Except <i>Aloe vera</i>, also referenced as <i>Aloe barbadensis</i>."
140,GENUS,48,B,15/12/2012,,0,#4 No 1158/2012,,,0,,,,
139,GENUS,48,B,14/02/2012,,0,#4 No 101/2012,,,0,,,,
138,GENUS,48,B,15/08/2010,,0,#4 No 709/2010,,,0,,,,
137,GENUS,48,B,22/05/2009,,0,#1 No 407/2009,,,0,,,,
100,GENUS,48,B,11/04/2008,,0,#1 No 318/2008,,,0,,,,
98,GENUS,48,B,22/08/2005,,0,#1 No 1332/2005,,,0,,,,
82,GENUS,48,B,30/08/2003,,0,#1 No 1497/2003,,,0,,,,<i>Anacampseros australiana</i> and <i>A. kurtzii</i> are also referenced in genus <i>Grahamia</i>.
29,GENUS,48,B,18/12/2000,,0,#1 No 2724/2000,,,0,,,,<i>Anacampseros australiana</i> and <i>A. kurtzii</i> are also referenced in genus <i>Grahamia</i>.
8,GENUS,48,B,01/06/1997,,0,#1 No 338/97,,,0,,,,
140,GENUS,74,B,15/12/2012,,0,#4 No 1158/2012,,,0,,,,
139,GENUS,74,B,14/02/2012,,0,#4 No 101/2012,,,0,,,,
138,GENUS,74,B,15/08/2010,,0,#4 No 709/2010,,,0,,,,
137,GENUS,74,B,22/05/2009,,0,#1 No 407/2009,,,0,,,,
100,GENUS,74,B,11/04/2008,,0,#1 No 318/2008,,,0,,,,
98,GENUS,74,B,22/08/2005,,0,#1 No 1332/2005,,,0,,,,
140,GENUS,82,A,15/12/2012,,0,,,,0,,,,
139,GENUS,82,A,14/02/2012,,0,,,,0,,,,
138,GENUS,82,A,15/08/2010,,0,,,,0,,,,
137,GENUS,82,A,22/05/2009,,0,,,,0,,,,
100,GENUS,82,A,11/04/2008,,0,,,,0,,,,
98,GENUS,82,A,22/08/2005,,0,,,,0,,,,
82,GENUS,82,A,30/08/2003,,0,,,,0,,,,Includes generic synonyms <i>Neogomesia</i> and <i>Roseocactus</i>.
29,GENUS,82,A,18/12/2000,,0,,,,0,,,,Includes generic synonyms <i>Neogomesia</i> and <i>Roseocactus</i>.
8,GENUS,82,A,01/06/1997,,0,,,,0,,,,
140,GENUS,108,B,15/12/2012,,0,#4 No 1158/2012,,,0,,,,
139,GENUS,108,B,14/02/2012,,0,#4 No 101/2012,,,0,,,,
138,GENUS,108,B,15/08/2010,,0,#4 No 709/2010,,,0,,,,
137,GENUS,108,B,22/05/2009,,0,#1 No 407/2009,,,0,,,,
100,GENUS,108,B,11/04/2008,,0,#1 No 318/2008,,,0,,,,
98,GENUS,108,B,22/08/2005,,0,#1 No 1332/2005,,,0,,,,
82,GENUS,108,B,30/08/2003,,0,#1 No 1497/2003,,,0,,,,Formerly included in <i>Anacampseros</i> spp.
29,GENUS,108,B,18/12/2000,,0,#1 No 2724/2000,,,0,,,,Formerly included in <i>Anacampseros</i> spp.
140,GENUS,146,B,15/12/2012,,0,#4 No 1158/2012,,,0,,,,
139,GENUS,146,B,14/02/2012,,0,#4 No 101/2012,,,0,,,,
138,GENUS,146,B,15/08/2010,,0,#4 No 709/2010,,,0,,,,
137,GENUS,146,B,22/05/2009,,0,#1 No 407/2009,,,0,,,,
100,GENUS,146,B,11/04/2008,,0,#1 No 318/2008,,,0,,,,
98,GENUS,146,B,22/08/2005,,0,#1 No 1332/2005,,,0,,,,
82,GENUS,146,B,30/08/2003,,0,#1 No 1497/2003,,,0,,,,Formely included in <i>Zamia</i> spp.
29,GENUS,146,B,18/12/2000,,0,#1 No 2724/2000,,,0,,,,Formerly included in ZAMIACEAE spp.
29,GENUS,168,DELB,18/12/2000,,0,,,,0,,,,
8,GENUS,168,B,01/06/1997,,0,#1 No 338/97,,,0,,,,
98,GENUS,205,DELD,22/08/2005,,0,,,,0,,,,
83,GENUS,205,D,01/06/1997,,0,,,,0,,,,Live specimens only.
82,GENUS,205,D,30/08/2003,,0,,,,0,,,,Live specimens only.
29,GENUS,205,D,18/12/2000,,0,,,,0,,,,Live specimens only.
140,GENUS,210,A,15/12/2012,,0,,,,0,,,,
139,GENUS,210,A,14/02/2012,,0,,,,0,,,,
138,GENUS,210,A,15/08/2010,,0,,,,0,,,,
137,GENUS,210,A,22/05/2009,,0,,,,0,,,,
100,GENUS,210,A,11/04/2008,,0,,,,0,,,,
98,GENUS,210,A,22/08/2005,,0,,,,0,,,,
82,GENUS,210,A,30/08/2003,,0,,,,0,,,,
29,GENUS,210,A,18/12/2000,,0,,,,0,,,,
8,GENUS,210,A,01/06/1997,,0,,,,0,,,,
29,GENUS,212,DELB,18/12/2000,,0,,,,0,,,,
8,GENUS,212,B,01/06/1997,,0,#1 No 338/97,,,0,,,,
140,GENUS,229,A,15/12/2012,,0,,,,0,,,,
139,GENUS,229,A,14/02/2012,,0,,,,0,,,,
138,GENUS,229,A,15/08/2010,,0,,,,0,,,,
137,GENUS,229,A,22/05/2009,,0,,,,0,,,,
100,GENUS,229,A,11/04/2008,,0,,,,0,,,,
98,GENUS,229,A,22/08/2005,,0,,,,0,,,,
82,GENUS,229,A,30/08/2003,,0,,,,0,,,,
29,GENUS,229,A,18/12/2000,,0,,,,0,,,,
8,GENUS,229,A,01/06/1997,,0,,,,0,,,,
140,GENUS,309,B,15/12/2012,,0,#4 No 1158/2012,,,0,,,,
139,GENUS,309,B,14/02/2012,,0,#4 No 101/2012,,,0,,,,
138,GENUS,309,B,15/08/2010,,0,#4 No 709/2010,,,0,,,,
137,GENUS,309,B,22/05/2009,,0,#1 No 407/2009,,,0,,,,
100,GENUS,309,B,11/04/2008,,0,#1 No 318/2008,,,0,,,,
98,GENUS,309,B,22/08/2005,,0,#1 No 1332/2005,,,0,,,,
82,GENUS,309,B,30/08/2003,,0,#1 No 1497/2003,,,0,,,,"Includes genera <i>Alsophila, Nephelea, Sphaeropteris</i> and <i>Trichipteris</i>."
29,GENUS,309,B,18/12/2000,,0,,,,0,,,,
140,GENUS,312,B,15/12/2012,,0,#4 No 1158/2012,,,0,,,,"Artificially propagated specimens of cultivars of <i>Cyclamen persicum</i> are not subject to the provisions of this Regulation. However, the exemption does not apply to such specimens traded as dormant tubers."
139,GENUS,312,B,14/02/2012,,0,#4 No 101/2012,,,0,,,,"Artificially propagated specimens of cultivars of <i>Cyclamen persicum</i> are not subject to the provisions of this Regulation. However, the exemption does not apply to such specimens traded as dormant tubers."
138,GENUS,312,B,15/08/2010,,0,#4 No 709/2010,,,0,,,,"Artificially propagated specimens of cultivars of <i>Cyclamen persicum</i> are not subject to the provisions of this Regulation. However, the exemption does not apply to such specimens traded as dormant tubers."
137,GENUS,312,B,22/05/2009,,0,#1 No 407/2009,,,0,,,,"Artificially propagated specimens of cultivars of <i>Cyclamen persicum</i> are not subject to the provisions of this Regulation. However, the exemption does not apply to such specimens traded as dormant tubers."
100,GENUS,312,B,11/04/2008,,0,#1 No 318/2008,,,0,,,,"Artificially propagated specimens of cultivars of <i>Cyclamen persicum</i> are not subject to the provisions of this Regulation. However, the exemption does not apply to such specimens traded as dormant tubers."
98,GENUS,312,B,22/08/2005,,0,#1 No 1332/2005,,,0,,,,"Artificially propagated specimens of cultivars of <i>Cyclamen persicum</i> are not subject to the provisions of this Regulation. However, the exemption does not apply to such specimens traded as dormant tubers."
82,GENUS,312,B,30/08/2003,,0,#1 No 1497/2003,,,0,,,,"Artificially propagated specimens of cultivars of <i>Cyclamen persicum</i> are not subject to the provisions of this Regulation. However, the exemption doesnot apply to such specimens traded as dormant tubers."
29,GENUS,312,B,18/12/2000,,0,#1 No 2724/2000,,,0,,,,Artificially propagated specimens of cultivars of <i>Cyclamen persicum</i> are not subject to the provisions of the Regulation.
8,GENUS,312,B,01/06/1997,,0,#1 No 338/97,,,0,,,,Artificially propagated specimens of cultivars of <i>Cyclamen persicum</i> are not subject to the provisions of the Regulation.
140,GENUS,353,B,15/12/2012,,0,#4 No 1158/2012,"CL, AR, BO, BR, CO, CR, EC, SV, GT, HN, MX, NI, PA, PY, PE, UY, VE",,0,,,,"Only the populations of the Americas; no other populations are included in the Annexes to this Regulation. This includes the synonyms_Dicksonia berteriana</i>, <i>D. externa</i>, <i>D. sellowiana</i> and <i>D. stuebelii</i>."
