rank_name,rec_id,listing,effective_from,party_iso2,is_current,populations_iso2,EXCLUDEDpopulations_iso,is_inclusion,included_in_RecID,RankforInclusions,excluded_rec_ids,short_note_en,short_note_es,short_note_fr,full_note_en,SpeciesIndexAnnotation,HistoryAnnotation,hash_note,Notes
SPECIES,9246,I,18/01/1990,,1,,,0,,,,"Includes <i>E. moratii vars. antsingiensis, bemarahensis</i> &
<i>multiflora</i>.","Incluye E. moratii vars. antsingiensis, bemarahensis &
multiflora.","Inclut E. moratii vars. antsingiensis, bemarahensis &
multiflora.","Included in Appendix I. Includes the varieties <i>antsingiensis, bemarahensis</i> and <i>multiflora</i>.",56,,,
SPECIES,9714,I,16/02/1995,,1,,,0,,,,"Includes <i>A. compressa vars. paucituberculata, rugosquamosa & schistophila</i>.","Incluye A. compressa vars. paucituberculata, rugosquamosa & schistophila.","Inclut A. compressa vars. paucituberculata, rugosquamosa & schistophila.","Included in Appendix I. Includes the varieties <i>paucituberculata, rugosquamosa</i> and <i>schistophila</i>.",58,,,
SPECIES,8702,I,16/02/1995,,1,,,0,,,,Includes <i>A. haworthioides var. aurantiaca</i>,Incluye A. haworthioides var. aurantiaca,Inclut A. haworthioides var. aurantiaca,Included in Appendix I. Includes the variety <i>aurantiaca</i>.,59,,,
SPECIES,8704,I,16/02/1995,,1,,,0,,,,Includes <i>A. laeta var. maniaensis</i>,Incluye A. laeta var. maniaensis,Inclut A. laeta var. maniaensis,Included in Appendix I. Includes the variety <i>maniaensis</i>.,60,,,
SPECIES,161484,I,23/06/2010,,1,,,0,,,,"Seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the CoP. ","Los cultivos de plántulas o de tejidos obtenidos in vitro, en medios sólidos o líquidos, que se transportan en envases estériles no están sujetos a las disposiciones de la Convención sólo si los especímenes se ajustan a la definición de ""reproducidos artificialmente"" acordada por la CoP. ","Les cultures de plantules ou de tissus obtenues in vitro en milieu solide ou liquide et transportées en conteneurs stériles ne sont pas soumises aux dispositions de la Convention seulement si les spécimens correspondent à la définition de ""reproduit artificiellement"" acceptée par la CoP.","Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP15), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.",62,,,
SPECIES,39634,I,23/06/2010,,1,,,0,,,,"Seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the CoP. ","Los cultivos de plántulas o de tejidos obtenidos in vitro, en medios sólidos o líquidos, que se transportan en envases estériles no están sujetos a las disposiciones de la Convención sólo si los especímenes se ajustan a la definición de ""reproducidos artificialmente"" acordada por la CoP. ","Les cultures de plantules ou de tissus obtenues in vitro en milieu solide ou liquide et transportées en conteneurs stériles ne sont pas soumises aux dispositions de la Convention seulement si les spécimens correspondent à la définition de ""reproduit artificiellement"" acceptée par la CoP.","Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP15), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.",62,,,
SPECIES,12335,I,23/06/2010,,1,,,0,,,,"Seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the CoP. ","Los cultivos de plántulas o de tejidos obtenidos in vitro, en medios sólidos o líquidos, que se transportan en envases estériles no están sujetos a las disposiciones de la Convención sólo si los especímenes se ajustan a la definición de ""reproducidos artificialmente"" acordada por la CoP. ","Les cultures de plantules ou de tissus obtenues in vitro en milieu solide ou liquide et transportées en conteneurs stériles ne sont pas soumises aux dispositions de la Convention seulement si les spécimens correspondent à la définition de ""reproduit artificiellement"" acceptée par la CoP.","Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP15), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.",62,,,
SPECIES,70713,I,23/06/2010,,1,,,0,,,,"Seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the CoP. ","Los cultivos de plántulas o de tejidos obtenidos in vitro, en medios sólidos o líquidos, que se transportan en envases estériles no están sujetos a las disposiciones de la Convención sólo si los especímenes se ajustan a la definición de ""reproducidos artificialmente"" acordada por la CoP. ","Les cultures de plantules ou de tissus obtenues in vitro en milieu solide ou liquide et transportées en conteneurs stériles ne sont pas soumises aux dispositions de la Convention seulement si les spécimens correspondent à la définition de ""reproduit artificiellement"" acceptée par la CoP.","Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP15), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.",62,,,
SPECIES,62100,I,23/06/2010,,1,,,0,,,,"Seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the CoP. ","Los cultivos de plántulas o de tejidos obtenidos in vitro, en medios sólidos o líquidos, que se transportan en envases estériles no están sujetos a las disposiciones de la Convención sólo si los especímenes se ajustan a la definición de ""reproducidos artificialmente"" acordada por la CoP. ","Les cultures de plantules ou de tissus obtenues in vitro en milieu solide ou liquide et transportées en conteneurs stériles ne sont pas soumises aux dispositions de la Convention seulement si les spécimens correspondent à la définition de ""reproduit artificiellement"" acceptée par la CoP.","Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP15), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.",62,,,
SPECIES,31455,I,23/06/2010,,1,,,0,,,,"Seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the CoP. ","Los cultivos de plántulas o de tejidos obtenidos in vitro, en medios sólidos o líquidos, que se transportan en envases estériles no están sujetos a las disposiciones de la Convención sólo si los especímenes se ajustan a la definición de ""reproducidos artificialmente"" acordada por la CoP. ","Les cultures de plantules ou de tissus obtenues in vitro en milieu solide ou liquide et transportées en conteneurs stériles ne sont pas soumises aux dispositions de la Convention seulement si les spécimens correspondent à la définition de ""reproduit artificiellement"" acceptée par la CoP.","Included in Appendix I. Seedling or tissue cultures obtained in vitro, in solid or liquid media, and transported in sterile containers are not subject to the provisions of the Convention only if the specimens meet the definition of ‘artificially propagated’ agreed by the Conference of the Parties in Resolution Conf. 11.11 (Rev. CoP15), i.e. plant specimens:
a) grown under controlled conditions; and
b) grown from seeds, cuttings, divisions, callus tissues or other plant tissues, spores or other propagules that either are exempt from the provisions of the Convention or have been derived from cultivated parental stock.",62,,,
SPECIES,49570,II,15/11/2003,,1,"BZ, BO, BR, CO, CR, DM, EC, SV, GF, GP, GT, GY, HN, MQ, MX, MS, NI, PA, PE, LC, VC, VE",,0,,,,Neotropical populations.,Poblaciones neotropicales.,Populations néotropicales.,Neotropical populations.,69,,CoP12 #6,Enters into effect 12 months after CoP12 ie 15 November 2003 (see http://www.cites.org/eng/cop/12/AdoptedAmendments.pdf page 5).
Species,31571,II,12/06/2013,,1,RU,,0,,,,Only the population of the Russian Federation.,Población de la Federación de Rusia.,Population de la Fédération de Russie.,Only the population of the Russian Federation; no other population is included in the Appendices.,49,,CoP16 #3,
SPECIES,33332,I,19/07/2000,,0,AR,,0,,,,Population of AR.,Población de AR,Population d'AR,Population of Argentina.,,,,
SPECIES,44025,III,12/02/2008,AR,0,AR,,0,,,,Population of AR.,Población de AR.,Population de AR.,Population of Argentina.,,,CoP14 #11,
SPECIES,49570,III,19/03/1998,BO,0,BO,,0,,,,Population of BO.,Población de BO.,Population de BO.,Population of Bolivia.,,,CoP10 #5,
SPECIES,49570,III,26/07/1998,BR,0,BR,,0,,,,Population of BR.,Población de BR.,Population de BR.,Population of Brazil.,,,CoP10 #5,
SPECIES,33332,I,18/09/1997,,0,CL,,0,,,,Population of CL.,Población de CL,Population De CL,Population of Chile.,,,,
SPECIES,33332,I,16/02/1995,,0,CL,,0,,,,Population of CL.,Población de CL,Population De CL,Population of Chile.,,,,
SPECIES,33332,I,01/08/1985,,0,CL,,0,,,,Population of CL.,Población de CL,Population de CL,Population of Chile.,,,,
SPECIES,33332,I,28/06/1979,,0,CL,,0,,,,Population of CL.,Población de CL,Population de CL,Population of Chile.,,,,
SPECIES,49569,III,29/10/2001,CO,1,CO,,0,,,,Population of CO.,Población de CO.,Population de CO.,Population of Colombia.,67,,CoP11 #5,
SPECIES,49570,III,29/10/2001,CO,0,CO,,0,,,,Population of CO.,Población de CO.,Population de CO.,Population of Colombia.,,,CoP12 #5,
SPECIES,49569,III,12/02/2008,GT,1,GT,,0,,,,Population of GT.,Población de GT.,Population de GT.,Population of Guatemala.,66,,CoP14 #5,
SPECIES,61651,III,12/02/2008,GT,0,GT,,0,,,,Population of GT.,Población de GT.,Population de GT.,Population of Guatemala.,,,CoP14 #5,
SPECIES,19801,III,12/02/2008,GT,0,GT,,0,,,,Population of GT.,Población de GT.,Population de GT.,Population of Guatemala.,,,CoP15 #5,
SPECIES,54932,II,12/06/2013,,1,MG,,1,333,GENUS,,Population of MG.,Población de MG.,Population de MG.,Populations of Madagascar.,,,,
SPECIES,171388,II,12/06/2013,,1,MG,,1,333,GENUS,,Population of MG.,Población de MG.,Population de MG.,Populations of Madagascar.,,,,
SPECIES,172202,II,12/06/2013,,1,MG,,1,333,GENUS,,Population of MG.,Población de MG.,Population de MG.,Populations of Madagascar.,,,,
SPECIES,171320,II,12/06/2013,,1,MG,,1,333,GENUS,,Population of MG.,Población de MG.,Population de MG.,Populations of Madagascar.,,,,
SPECIES,172353,II,12/06/2013,,1,MG,,1,333,GENUS,,Population of MG.,Población de MG.,Population de MG.,Populations of Madagascar.,,,,
SPECIES,167996,II,12/06/2013,,1,MG,,1,333,GENUS,,Population of MG.,Población de MG.,Population de MG.,Populations of Madagascar.,,,,
SPECIES,49570,III,29/04/1998,MX,0,MX,,0,,,,Population of MX.,Población de MX.,Population de MX.,Population of Mexico.,,,CoP10 #5,
SPECIES,54932,III,12/06/2013,PA,1,PA,,0,,,,Population of PA.,Población de PA,Population de PA,Population of Panama.,,,,
SPECIES,54932,III,22/12/2011,PA,0,PA,,0,,,,Population of PA.,Población de PA,Population de PA,Population of Panama.,,,CoP15 #2,
SPECIES,61651,III,22/12/2011,PA,0,PA,,0,,,,Population of PA.,Población de PA,Population de PA,Population of Panama.,,,CoP15 #2,
SPECIES,49569,III,12/06/2001,PE,1,PE,,0,,,,Population of PE.,Población de PE.,Population de PE.,Population of Peru.,68,,CoP11 #5,
SPECIES,49570,III,12/06/2001,PE,0,PE,,0,,,,Population of PE.,Población de PE.,Population de PE.,Population of Peru.,,,CoP11 #5,
SPECIES,31571,II,19/07/2000,,0,RU,,0,,,,Population of RU.,Población de RU,Population de RU,Population of the Russian Federation.,,,CoP11 #3,
Species,122993,II,12/06/2013,,1,"BI, ET, KE, RW, UG, TZ",,0,,,,"Populations of BI, ET, KE, RW, UG, TZ.","Poblaciónes de BI, ET, KE, RW, UG, TZ.","Populations de BI, ET, KE, RW, UG, TZ.","Populations of Burundi, Ethiopia, Kenya, Rwanda, Uganda and the United Republic of Tanzania.",65,,CoP16 #2,
SPECIES,50973,II,13/02/2003,,0,,,0,,,,,,,"The annotation is deleted specifying that for the purpose of the Convention whole and sliced roots and parts of roots, excluding manufactured parts or derivatives such as powders, pills, extracts, tonics and confectionery of <i>Cistanche deserticola</i> are included in Appendix II.",,,,
SPECIES,31571,II,13/09/2007,,0,RU,,0,,,,Only the population of the Russian Federation.,Población de la Federación de Rusia.,Population de la Fédération de Russie.,The population of the Russian Federation is included in Appendix II. No other population is included in the Appendices.,,,CoP14 #3,
SPECIES,50973,II,19/07/2000,,0,,,0,,,,,,,"The reference to ""roots"" should be interpreted to refer to undeveloped inflorescences (see CITES notification 2001/067 http://www.cites.org/eng/notifs/2001/067.shtml).",,,CoP11 #3,
SPECIES,163807,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,10317,DELI,29/07/1983,,1,,,0,,,,,,,,,,,
SPECIES,10317,I,01/07/1975,,0,,,0,,,,,,,,,,,
SPECIES,9362,II,12/06/2013,,1,,,0,,,,,,,,,,,
SPECIES,32589,II/r,23/06/2010,CA,1,,,0,,,,,,,,,,,
SPECIES,32589,II,23/06/2010,,1,,,0,,,,,,,,,,,
SPECIES,8112,II,12/06/2013,,1,,,0,,,,,,,,,,,
SPECIES,62242,II,13/09/2007,,1,,,0,,,,,,,,,,CoP14 #2,
SPECIES,62242,II,19/07/2000,,0,,,0,,,,,,,,,,CoP11 #2,
SPECIES,161484,I,13/02/2003,,0,,,0,,,,"Designates all parts and derivatives, except: seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers.","Designa todas las partes y derivados, excepto: los cultivos de plántulas o de tejidos obtenidos in vitro, en medios sólidos o líquidos, que se transportan en envases estériles.","Désigne toutes les parties et tous les produits sauf les cultures de plantules ou de tissus obtenues in vitro, en milieu solide ou liquide, transportées en conteneurs stériles.",,,,,
SPECIES,8451,DELI,13/09/2007,,1,,,0,,,,,,,,,,,
SPECIES,8451,I/w,06/01/1989,AT,0,,,0,,,,,,,,,,,
SPECIES,8451,I/r,29/07/1983,AT,0,,,0,,,,,,,,,,,
SPECIES,8451,I,29/07/1983,,0,,,0,,,,,,,,,,,
SPECIES,162304,I/w,06/01/1989,AT,0,,,0,,,,,,,,,,,
SPECIES,162304,I/r,29/07/1983,AT,0,,,0,,,,,,,,,,,
SPECIES,162304,I,29/07/1983,,1,,,0,,,,,,,,,,,
SPECIES,105303,II,23/06/2010,,1,,,0,,,,,,,,,,CoP15 #4,
SPECIES,105303,II,13/09/2007,,0,,,0,,,,,,,,,,CoP14 #1,
SPECIES,105303,II,18/09/1997,,0,,,0,,,,,,,,,,CoP10 #1,
SPECIES,105303,II,16/02/1995,,0,,,0,,,,,,,,,,CoP9 #1,
SPECIES,105303,II/w,06/01/1989,AT,0,,,0,,,,,,,,,,,
SPECIES,105303,II,01/08/1985,,0,,,0,,,,,,,,,,CoP5 #1,
SPECIES,105303,II/r,29/07/1983,AT,0,,,0,,,,,,,,,,,
SPECIES,105303,II,29/07/1983,,0,,,0,,,,,,,,,,,
SPECIES,39600,DELII,16/02/1995,,1,,,0,,,,,,,,,,,
SPECIES,39600,II,11/06/1992,,0,,,0,,,,,,,,,,CoP8 #1,
SPECIES,39600,DELI,11/06/1992,,0,,,0,,,,,,,,,,CoP8 #1,
SPECIES,39600,I,01/07/1975,,0,,,0,,,,,,,,,,,
SPECIES,32808,DELI,18/01/1990,,1,,,0,,,,,,,,,,,
SPECIES,32808,I,01/07/1975,,0,,,0,,,,,,,,,,,
SPECIES,147981,DELII,16/02/1995,,1,,,0,,,,,,,,,,,Excluded from the Appendices on the basis of the annotation for Aloe spp.
SPECIES,30558,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,9282,I,16/02/1995,,1,,,0,,,,,,,,,,,
SPECIES,106806,I,16/02/1995,,1,,,0,,,,,,,,,,,
SPECIES,9285,I,16/02/1995,,1,,,0,,,,,,,,,,,
SPECIES,9286,I,16/02/1995,,1,,,0,,,,,,,,,,,
SPECIES,9292,I,16/02/1995,,1,,,0,,,,,,,,,,,
SPECIES,106826,I,16/02/1995,,1,,,0,,,,,,,,,,,
SPECIES,9309,I,16/02/1995,,1,,,0,,,,,,,,,,,
SPECIES,106832,I,16/02/1995,,1,,,0,,,,,,,,,,,
SPECIES,9317,I,16/02/1995,,1,,,0,,,,,,,,,,,
SPECIES,9332,I,16/02/1995,,1,,,0,,,,,,,,,,,
SPECIES,9333,I,16/02/1995,,1,,,0,,,,,,,,,,,
SPECIES,28666,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,8765,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,9335,I,16/02/1995,,1,,,0,,,,,,,,,,,
SPECIES,9341,I,16/02/1995,,1,,,0,,,,,,,,,,,
SPECIES,5162,II,13/02/2003,,1,,,1,38,GENUS,,Included in <i>Aloe</i> spp.,Incluida en <i>Aloe</i> spp.,Inclus dans <i>Aloe</i> spp.,,,,,
SPECIES,5162,DELI,13/02/2003,,0,,,0,,,,,,,,,,,
SPECIES,5162,I,01/07/1975,,0,,,0,,,,,,,,,,,
SPECIES,9346,I,16/02/1995,,1,,,0,,,,,,,,,,,
SPECIES,5165,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,174811,II,04/02/1977,,1,,,1,1,FAMILY,,Included in CYATHEACEAE spp.,Incluida en CYATHEACEAE spp.,Inclus dans CYATHEACEAE spp.,,,,,
SPECIES,174811,II,01/07/1975,,0,,,0,,,,Formerly listed under <i>Cyathea dregei</i>.,Anteriormente incluida en <i>Cyathea dregei</i>.,Précédemment inscrit dans <i>Cyathea dregei</i>.,,,,,
SPECIES,105540,II,04/02/1977,,1,,,1,1,FAMILY,,Included in CYATHEACEAE spp.,Incluida en CYATHEACEAE spp.,Inclus dans CYATHEACEAE spp.,,,,,
SPECIES,105540,II,01/07/1975,,0,,,0,,,,Formerly listed under <i>Cyathea mexicana</i>.,Anteriormente incluida en <i>Cyathea mexicana</i>.,Précédemment inscrit dans <i>Cyathea mexicana</i>.,,,,,
SPECIES,75765,II,04/02/1977,,1,,,1,1,FAMILY,,Included in CYATHEACEAE spp.,Incluida en CYATHEACEAE spp.,Inclus dans CYATHEACEAE spp.,,,,,
SPECIES,75765,II,01/07/1975,,0,,,0,,,,,,,,,,,
SPECIES,50953,DELI,01/08/1985,,1,,,0,,,,,,,,,,,
SPECIES,50953,I,01/07/1975,,0,,,0,,,,,,,,,,,
Species,77553,II,12/06/2013,,1,,,0,,,,,,,,,,CoP16 #12,
SPECIES,77553,II/r,23/06/2010,CA,1,,,0,,,,,,,,,,,
SPECIES,77553,II,23/06/2010,,1,,,0,,,,,,,,,,CoP15 #12,
SPECIES,44570,II,12/01/2005,,1,,,1,74,GENUS,,Included in <i>Aquilaria</i> spp.,Incluida en <i>Aquilaria</i> spp.,Inclus dans <i>Aquilaria</i> spp.,,,,,
SPECIES,44570,II,16/02/1995,,0,,,0,,,,,,,,,,CoP9 #1,
SPECIES,33332,I,13/02/2003,,1,,,0,,,,All populations,Todas las poblaciones,Toutes les populations,,,,,
SPECIES,33332,II,19/07/2000,,0,,"AR, CL",0,,,,All populations except that included in Appendix I.,"Todas las poblaciones, excepto la incluida en el Apéndice I.",Toutes les populations sauf celle à l'Annexe I.,,,,,
SPECIES,33332,II,18/09/1997,,0,,,0,,,,,,,,,,CoP10 #1,
SPECIES,33332,II,16/02/1995,,0,,,0,,,,,,,,,,CoP9 #1,
SPECIES,33332,II,01/08/1985,,0,,CL,0,,,,All populations except that included in Appendix I.,"Todas las poblaciones, excepto la incluida en el Apéndice I.",Toutes les populations sauf celle à l'Annexe I.,,,,CoP5 #1,
SPECIES,33332,I/w,01/01/1983,CH,0,,,0,,,,,,,,,,,
SPECIES,33332,II,28/06/1979,,0,,CL,0,,,,All populations except that included in Appendix I.,"Todas las poblaciones, excepto la incluida en el Apéndice I.",Toutes les populations sauf celle à l'Annexe I.,,,,,
SPECIES,33332,I/r,28/06/1979,CH,0,,,0,,,,,,,,,,,
SPECIES,33332,II,01/07/1975,,0,,,0,,,,,,,,,,Pre-CoP1 #2,
SPECIES,53889,DELII,11/06/1992,,1,,,0,,,,,,,,,,,
SPECIES,53889,II,01/08/1985,,0,,,0,,,,,,,,,,CoP5 #1,
SPECIES,53889,II,01/07/1975,,0,,,0,,,,,,,,,,,
SPECIES,27382,I,11/06/1992,,1,,,1,82,GENUS,,Included in <i>Ariocarpus</i> spp. ,Incluida en <i>Ariocarpus</i> spp.,Inclus dans <i>Ariocarpus</i> spp.,,,,,
SPECIES,27382,I/w,01/01/1983,CH,0,,,0,,,,,,,,,,,
SPECIES,27382,I/w,01/01/1983,LI,0,,,0,,,,,,,,,,,
SPECIES,27382,I/r,06/06/1981,CH,0,,,0,,,,,,,,,,,
SPECIES,27382,I/r,06/06/1981,LI,0,,,0,,,,,,,,,,,
SPECIES,27382,I,06/06/1981,,0,,,0,,,,,,,,,,,
SPECIES,27383,I,11/06/1992,,1,,,1,82,GENUS,,Included in <i>Ariocarpus</i> spp. ,Incluida en <i>Ariocarpus</i> spp.,Inclus dans <i>Ariocarpus</i> spp.,,,,,
SPECIES,27383,I/w,01/01/1983,CH,0,,,0,,,,,,,,,,,
SPECIES,27383,I/w,01/01/1983,LI,0,,,0,,,,,,,,,,,
SPECIES,27383,I/r,06/06/1981,CH,0,,,0,,,,,,,,,,,
SPECIES,27383,I/r,06/06/1981,LI,0,,,0,,,,,,,,,,,
SPECIES,27383,I,06/06/1981,,0,,,0,,,,,,,,,,,
SPECIES,54149,I,22/10/1987,,1,,,0,,,,,,,,,,,
SPECIES,27386,I/w,01/01/1983,LI,0,,,0,,,,,,,,,,,
SPECIES,27386,I/w,01/01/1983,CH,0,,,0,,,,,,,,,,,
SPECIES,27386,I/r,06/06/1981,CH,0,,,0,,,,,,,,,,,
SPECIES,27386,I/r,06/06/1981,LI,0,,,0,,,,,,,,,,,
SPECIES,27386,I,06/06/1981,,1,,,0,,,,,,,,,,,
SPECIES,51402,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,17514,DELII,11/06/1992,,1,,,0,,,,,,,,,,,
