Kingdom, PhyName, ClaName, OrdName, FamName, GenName, Spcname, SpcInfraepithet, Spcrecid, SpcStatus
Animalia, CHORDATA, AVES, CORACIIFORMES, BUCEROTIDAE, Aceros, cassidix, NULL, 144, A
Animalia, CHORDATA, AVES, CORACIIFORMES, BUCEROTIDAE, Berenicornis, comatus, NULL, 145, A
Animalia, CHORDATA, AVES, CORACIIFORMES, BUCEROTIDAE, Aceros, corrugatus, NULL, 146, A
Animalia, CHORDATA, AVES, CORACIIFORMES, BUCEROTIDAE, Rhyticeros, everetti, NULL, 147, A
Animalia, CHORDATA, AVES, CORACIIFORMES, BUCEROTIDAE, Aceros, leucocephalus, NULL, 148, A
Animalia, CHORDATA, AVES, CORACIIFORMES, BUCEROTIDAE, Rhyticeros, narcondami, NULL, 149, A
Animalia, CHORDATA, AVES, CORACIIFORMES, BUCEROTIDAE, Aceros, nipalensis, NULL, 150, A
Animalia, CHORDATA, AVES, CORACIIFORMES, BUCEROTIDAE, Rhyticeros, plicatus, NULL, 151, A
Animalia, CHORDATA, AVES, CORACIIFORMES, BUCEROTIDAE, Rhyticeros, subruficollis, NULL, 152, A
Animalia, CHORDATA, AVES, CORACIIFORMES, BUCEROTIDAE, Rhyticeros, undulatus, NULL, 153, A
Animalia, CHORDATA, AVES, CORACIIFORMES, BUCEROTIDAE, Aceros, waldeni, NULL, 154, A
Animalia, CHORDATA, AVES, CORACIIFORMES, BUCEROTIDAE, Aceros, spp., NULL, 155, H
Animalia, CHORDATA, MAMMALIA, CHIROPTERA, PTEROPODIDAE, Acerodon, jubatus, NULL, 139, A
Animalia, CHORDATA, MAMMALIA, CHIROPTERA, PTEROPODIDAE, Acerodon, spp., NULL, 143, H
Animalia, CHORDATA, MAMMALIA, CHIROPTERA, PTEROPODIDAE, Acerodon, celebensis, NULL, 137, A
Animalia, CHORDATA, MAMMALIA, CHIROPTERA, PTEROPODIDAE, Acerodon, humilis, NULL, 138, A
Animalia, CHORDATA, MAMMALIA, CARNIVORA, FELIDAE, Acinonyx, jubatus, NULL, 219, A
Animalia, CHORDATA, MAMMALIA, CHIROPTERA, PTEROPODIDAE, Acerodon, leucotis, NULL, 140, A
Animalia, CHORDATA, MAMMALIA, CHIROPTERA, PTEROPODIDAE, Acerodon, mackloti, NULL, 142, A
Animalia, CHORDATA, REPTILIA, SERPENTES, BOIDAE, Acrantophis, dumerili, NULL, 282, A
Animalia, CHORDATA, REPTILIA, SERPENTES, BOIDAE, Acrantophis, madagascariensis, NULL, 283, A
Animalia, CHORDATA, REPTILIA, SERPENTES, BOIDAE, Acrantophis, spp., NULL, 284, H
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, MUSSIDAE, Acanthastrea, maxima, NULL, 54, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, MUSSIDAE, Acanthastrea, minuta, NULL, 55, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, OCULINIDAE, Acrhelia, horrescens, NULL, 285, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, abrolhosensis, NULL, 316, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, aculeus, NULL, 318, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, acuminata, NULL, 319, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, akajimensis, NULL, 320, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, anthocercis, NULL, 323, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, aspera, NULL, 325, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, austera, NULL, 327, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, azurea, NULL, 328, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, brueggemanni, NULL, 329, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, bushyensis, NULL, 330, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, cardenae, NULL, 333, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, carduus, NULL, 334, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, caroliniana, NULL, 335, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, cerealis, NULL, 336, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, cervicornis, NULL, 337, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, chesterfieldensis, NULL, 339, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, clathrata, NULL, 340, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, copiosa, NULL, 341, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, crateriformis, NULL, 344, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, cuneata, NULL, 345, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, cytherea, NULL, 348, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, danai, NULL, 349, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, dendrum, NULL, 351, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, digitifera, NULL, 353, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, divaricata, NULL, 355, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, donei, NULL, 356, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, echinata, NULL, 358, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, elegans, NULL, 360, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, elseyi, NULL, 362, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, exquisita, NULL, 363, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, florida, NULL, 364, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, formosa, NULL, 365, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, forskalii, NULL, 366, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, gemmifera, NULL, 367, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, glauca, NULL, 368, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, grandis, NULL, 371, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, granulosa, NULL, 372, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, hemprichii, NULL, 373, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, horrida, NULL, 375, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, humilis, NULL, 376, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, hyacinthus, NULL, 377, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, insignis, NULL, 380, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, kirstyae, NULL, 381, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, latistella, NULL, 382, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, lianae, NULL, 383, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, listeri, NULL, 384, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, longicyathus, NULL, 385, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, loripes, NULL, 386, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, lovelli, NULL, 387, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, lutkeni, NULL, 388, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, magnifica, NULL, 390, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, microclados, NULL, 391, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, microphthalma, NULL, 392, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, millepora, NULL, 393, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, mirabilis, NULL, 394, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, monticulosa, NULL, 395, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, multiacuta, NULL, 396, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, nana, NULL, 397, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, ACROPORIDAE, Acropora, nasuta, NULL, 398, A
Animalia, CNIDARIA, ANTHOZOA, SCLERACTINIA, MUSSIDAE, Acanthastrea, rotundoflora, NULL, 56, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, bellula, NULL, 169, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, byronii, NULL, 172, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, abbreviata, NULL, 167, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, apexfulva, NULL, 168, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, cestus, NULL, 175, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, buddii, NULL, 170, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, bulimoides, NULL, 171, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, decipiens, NULL, 178, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, caesia, NULL, 173, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, casta, NULL, 174, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, elegans, NULL, 181, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, concavospira, NULL, 176, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, curta, NULL, 177, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, juddii, NULL, 184, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, decora, NULL, 179, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, dimorpha, NULL, 180, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, lila, NULL, 188, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, fulgens, NULL, 182, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, fuscobasis, NULL, 183, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, mustelina, NULL, 191, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, juncea, NULL, 185, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, lehuiensis, NULL, 186, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, pulcherrima, NULL, 194, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, livida, NULL, 189, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, lorata, NULL, 190, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, spaldingi, NULL, 198, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, papyracea, NULL, 192, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, phaeozona, NULL, 193, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, taeniolata, NULL, 201, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, pupukanioe, NULL, 195, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, sowerbyana, NULL, 197, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, valida, NULL, 204, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, stewartii, NULL, 199, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, swiftii, NULL, 200, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, spp., NULL, 208, H
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, thaanumi, NULL, 202, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, turgida, NULL, 203, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, leucorrhaphe, NULL, 209, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, viridans, NULL, 205, A
Animalia, MOLLUSCA, GASTROPODA, STYLOMMATOPHORA, ACHATINELLIDAE, Achatinella, vulpina, NULL, 207, A
