rank,rec_id,listing,effective_from,is_current,populations_iso2,EXCLUDEDpopulations_iso,is_inclusion,included_in_RecID,RankforInclusions,excluded_rec_ids,LegNotes,CMS instrument,Internal Notes
Species,12811,I,1997,1,,,,,,,,CMS,
Species,12811,AEWA,1999,1,,,,,,,,AEWA,
Species,13176,II,1985,1,,,,,,,,CMS,
Species,14046,II,1994,1,,,,,,,,CMS,
Species,14046,AEWA,1999,1,,,,,,,,AEWA,
Species,14552,I,2008,1,,,,,,,,CMS,
Species,14552,Raptors,2008,1,,,,,,,,Raptors,
Species,14912,I,1979,1,,,,,,,,CMS,
Species,14912,Grassland birds,2007,1,,,,,,,,Grassland birds,
Species,14917,I,2011,1,,,,,,,,CMS,
Species,14915,I,2011,1,,,,,,,,CMS,
Species,14916,I,1979,1,,,,,,,,CMS,
Species,14916,AEWA,1999,1,,,,,,,,AEWA,
Species,14916,Slender-billed Curlew,1994,1,,,,,,,,Slender-billed Curlew,
Species,15639,I,1994,1,,,,,,,Middle-European population.,CMS,
Species,15639,II,1985,1,,,,,,,,CMS,
Species,15639,Great Bustard,2001,1,,,,,,,Middle European population,Great Bustard,
Species,15802,I,1994,1,,,,,,,,CMS,
Species,15802,AEWA,1999,1,,,,,,,,AEWA,
Species,15943,II,1979,1,,,,,,,,CMS,
Species,15943,Raptors,2008,1,,,,,,,,Raptors,
Species,16485,I,2002,1,,,,,,,,CMS,
Species,16487,I,1985,1,,,,,,,,CMS,
Species,16487,II,1994,1,,,,,,,,CMS,
Species,16487,AEWA,1999,1,,,,,,,,AEWA,
Species,16490,II,1994,1,,,,,,,Western Palearctic populations.,CMS,
Species,16490,I,1985,1,,,,,,,Only Palearctic populations.,CMS,
Species,16490,AEWA,1999,1,,,,,,,,AEWA,
Species,16826,AEWA,2002,1,,,,,,,,AEWA,
Species,16833,II,1994,1,,,,,,,,CMS,
Species,16833,AEWA,1999,1,,,,,,,,AEWA,
Species,16831,II,1994,1,,,,,,,Formerly listed as <i>Phalacrocorax pygmaeus</i>.,CMS,
Species,16831,AEWA,1999,1,,,,,,,,AEWA,
Species,6610,I,1979,1,,,,,,,,CMS,
Species,6610,ACAP,2009,1,,,,,,,,ACAP,
Species,79178,ACAP,2009,1,,,,,,,,ACAP,
Species,41551,ACAP,2007,1,,,,,,,,ACAP,
Species,41552,ACAP,2009,1,,,,,,,,ACAP,
Species,17038,II,1997,1,,,,,,,,CMS,
Species,17038,ACAP,2007,1,,,,,,,,ACAP,
Species,17039,II,1997,1,,,,,,,,CMS,
Species,17039,ACAP,2007,1,,,,,,,,ACAP,
Species,41395,I,1997,1,,,,,,,Formerly listed as <i>Phoenicoparrus andinus</i>.,CMS,
Species,41395,High Andean Flamingos,2008,1,,,,,,,,High Andean Flamingos,
Species,41396,I,1997,1,,,,,,,Formerly listed as <i>Phoenicoparrus jamesi</i>.,CMS,
Species,41396,High Andean Flamingos,2008,1,,,,,,,,High Andean Flamingos,
Species,17482,II,1994,1,,,,,,,Excluding Malagasy population.,CMS,
Species,17482,AEWA,1999,1,,,,,,,,AEWA,
Species,17484,II,1979,1,,,,,,,,CMS,
Species,17484,AEWA,1999,1,,,,,,,,AEWA,
Species,17485,I,2002,1,,,,,,,,CMS,
Species,17609,II,1985,1,,,,,,,,CMS,
Species,17609,AEWA,1999,1,,,,,,,,AEWA,
Species,17807,II,1994,1,,,,,,,Western Palearctic populations.,CMS,
Species,17807,AEWA,1999,1,,,,,,,,AEWA,
Species,17809,II,1994,1,,,,,,,Subspecies <i>grisegena</i> only.,CMS,
Species,17809,AEWA,1999,1,,,,,,,,AEWA,
Subspecies,17814,II,1994,1,,,,,,,,CMS,
Species,17957,I,1997,1,,,,,,,,CMS,
Species,17957,AEWA,1999,1,,,,,,,,AEWA,
Subspecies,77922,II,2002,1,,,,,,,,CMS,
Subspecies,77922,Grassland birds,2007,1,,,,,,,,Grassland birds,
Subspecies,18085,II,1994,1,,,,,,,,CMS,
Species,18078,II,1994,1,,,,,,,Populations breeding in the Western Palearctic.,CMS,
Species,18078,AEWA,1999,1,,,,,,,,AEWA,
Subspecies,18086,II,1994,1,,,,,,,,CMS,
Species,36234,II,1999,1,,,,,,,"This includes <i>Procellaria aequinoctialis conspicillata</i>, originally listed as <i>Procellaria conspicillata</i>.",CMS,
Species,36234,ACAP,2007,1,,,,,,,,ACAP,
Species,36235,II,1999,1,,,,,,,,CMS,
Species,36235,ACAP,2007,1,,,,,,,,ACAP,
Species,41568,ACAP,2007,1,,,,,,,,ACAP,
Species,18234,II,1999,1,,,,,,,,CMS,
Species,18234,ACAP,2007,1,,,,,,,,ACAP,
Species,18235,II,1999,1,,,,,,,,CMS,
Species,18235,ACAP,2007,1,,,,,,,,ACAP,
Species,18511,II,2002,1,,,,,,,,CMS,
Species,41573,I,2005,1,,,,,,,,CMS,
Species,18667,I,1979,1,,,,,,,,CMS,
Species,18676,I,1979,1,,,,,,,,CMS,
Species,18678,I,1979,1,,,,,,,Formerly included in <i>Pterodroma phaeopygia</i> (<i>sensu lato</i> ). ,CMS,
Species,18853,I,2002,1,,,,,,,,CMS,
Species,41575,I,2005,1,,,,,,,,CMS,
Species,36162,II,2005,1,,,,,,,,CMS,
Species,36162,AEWA,2002,1,,,,,,,,AEWA,
Species,19913,I,1997,1,,,,,,,,CMS,
Species,19913,II,1997,1,,,,,,,,CMS,
Species,19913,AEWA,2002,1,,,,,,,,AEWA,
Species,36089,II,1994,1,,,,,,,,CMS,
Species,36089,AEWA,1999,1,,,,,,,,AEWA,
Species,20157,I,1979,1,,,,,,,,CMS,
Species,20608,II,1997,1,,,,,,,,CMS,
Species,20608,AEWA,2002,1,,,,,,,,AEWA,
Species,20609,I,1997,1,,,,,,,,CMS,
Species,20680,II,2005,1,,,,,,,,CMS,
Species,20680,I,1999,1,,,,,,,,CMS,
Species,20680,Grassland birds,2007,1,,,,,,,,Grassland birds,
Species,20674,II,2005,1,,,,,,,,CMS,
Species,20674,I,1999,1,,,,,,,,CMS,
Species,20674,Grassland birds,2007,1,,,,,,,,Grassland birds,
Species,20678,II,2005,1,,,,,,,,CMS,
Species,20678,I,2002,1,,,,,,,,CMS,
Species,20678,Grassland birds,2007,1,,,,,,,,Grassland birds,
Species,20682,II,2002,1,,,,,,,,CMS,
Species,20682,Grassland birds,2007,1,,,,,,,,Grassland birds,
Species,20679,II,2005,1,,,,,,,,CMS,
Species,20679,I,1999,1,,,,,,,,CMS,
Species,20679,Grassland birds,2007,1,,,,,,,,Grassland birds,
Species,20797,II,1994,1,,,,,,,,CMS,
Species,20797,AEWA,1999,1,,,,,,,,AEWA,
Species,20800,II,1994,1,,,,,,,,CMS,
Species,20800,AEWA,1999,1,,,,,,,,AEWA,
Species,20801,II,1994,1,,,,,,,African and Southwest Asian populations.,CMS,
Species,20801,AEWA,1999,1,,,,,,,,AEWA,
Species,20818,II,1994,1,,,,,,,African and Southwest Asian populations.,CMS,
Species,20818,AEWA,1999,1,,,,,,,,AEWA,
Species,20802,I,2002,1,,,,,,,,CMS,
Species,20803,II,1994,1,,,,,,,West Eurasian and African populations.,CMS,
Species,20803,AEWA,1999,1,,,,,,,,AEWA,
Species,20804,II,1991,1,,,,,,,Atlantic population.,CMS,
Species,20804,AEWA,1999,1,,,,,,,,AEWA,
Subspecies,20820,II,1994,1,,,,,,,Populations breeding in the Western Palearctic.,CMS,
Species,36180,I,2008,1,,,,,,,,CMS,
Subspecies,20817,II,1994,1,,,,,,,,CMS,
Species,20810,AEWA,1999,1,,,,,,,,AEWA,
Subspecies,20816,II,1994,1,,,,,,,West Eurasian and African populations.,CMS,
Species,20811,II,1994,1,,,,,,,Atlantic populations.,CMS,
Species,20811,AEWA,1999,1,,,,,,,,AEWA,
Species,20822,II,1994,1,,,,,,,,CMS,
Species,20822,AEWA,1999,1,,,,,,,,AEWA,
Subspecies,20819,II,1994,1,,,,,,,,CMS,
Species,20821,II,1994,1,,,,,,,,CMS,
Species,20821,AEWA,1999,1,,,,,,,,AEWA,
Subspecies,77923,II,2002,1,,,,,,,,CMS,
Species,21261,I,1989,1,,,,,,,,CMS,
Species,41553,ACAP,2007,1,,,,,,,,ACAP,
Species,41554,ACAP,2007,1,,,,,,,,ACAP,
Species,41555,ACAP,2007,1,,,,,,,,ACAP,
Species,41556,ACAP,2007,1,,,,,,,,ACAP,
Species,41557,ACAP,2007,1,,,,,,,,ACAP,
Species,41558,ACAP,2007,1,,,,,,,,ACAP,
Species,41559,ACAP,2007,1,,,,,,,,ACAP,
Species,103173,ACAP,2007,1,,,,,,,Formerly listed as <i>Thalassarche melanophrys</i>.,ACAP,
Species,41561,ACAP,2007,1,,,,,,,,ACAP,
Species,79182,ACAP,2007,1,,,,,,,,ACAP,
Subspecies,21838,II,1994,1,,,,,,,,CMS,
Species,22183,I,2002,1,,,,,,,,CMS,
Species,22415,I,1999,1,,,,,,,,CMS,
Species,22415,Grassland birds,2007,1,,,,,,,,Grassland birds,
Species,22846,I,1997,1,,,,,,,Formerly listed as <i>Chettusia gregaria</i>.,CMS,
Species,22846,AEWA,1999,1,,,,,,,,AEWA,
Species,23233,I,2005,1,,,,,,,,CMS,
Species,219,I,2009,1,,"BW, NA,ZW ",,,,,"Except the populations of Botswana, Namibia and Zimbabwe ",CMS,
Species,512,I,1979,1,,,,,,,,CMS,
Species,1151,II,2009,1,,,,,,,,CMS,
Species,2055,II,1979,1,,,,,,,,CMS,
Species,2467,I,1979,1,,,,,,,,CMS,
Species,2474,ACCOBAMS,2001,1,,,,,,,,ACCOBAMS,
Species,2480,II,2002,1,,,,,,,,CMS,
Species,2475,I,2002,1,,,,,,,,CMS,
Species,2475,II,2002,1,,,,,,,,CMS,
Species,2475,ACCOBAMS,2001,1,,,,,,,,ACCOBAMS,
Species,2476,II,2002,1,,,,,,,,CMS,
Species,2477,I,1979,1,,,,,,,,CMS,
Species,87572,II,1979,1,,,,,,,Formerly included in <i>Balaenoptera edeni</i>.,CMS,
Species,2478,II,2002,1,,,,,,,,CMS,
Species,2478,I,2002,1,,,,,,,,CMS,
Species,2478,ACCOBAMS,2001,1,,,,,,,,ACCOBAMS,
Species,2553,II,1985,1,,,,,,,Only European popns.,CMS,
Species,2553,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,2554,II,1985,1,,,,,,,Only European populations,CMS,
Species,2554,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,2763,II,1991,1,,,,,,,,CMS,
Species,2892,I,1985,1,,,,,,,"See <i>Bos mutus</i> for full details of legislation, distribution, etc.
",CMS,
Species,2890,I,1979,1,,,,,,,,CMS,
Species,3707,I,2002,1,,,,,,,,CMS,
Species,3778,II,1979,1,,,,,,,,CMS,
Species,4159,II,1991,1,,,,,,,South American popn,CMS,
Species,4160,II,1979,1,,,,,,,,CMS,
Species,4161,II,1991,1,,,,,,,,CMS,
Species,29740,I,2005,1,,,,,,,"Subspecies <i>yarkandensis</i>. Populations in Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, Uzbekistan and Afghanistan, formerly listed as <i>Cervus elaphus bactrianus</i>.",CMS,
Species,29740,II,2005,1,,,,,,,"Subspecies <i>yarkandensis</i> only. Populations in Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, Uzbekistan and Afghanistan, formerly listed as <i>Cervus elaphus bactrianus</i>.",CMS,
Species,29740,I,1979,1,,,,,,,Subspecies <i>barbarus</i>.,CMS,
Species,29740,Bukhara Deer,2002,1,,,,,,,Subspecies <i>bactrianus</i> only.,Bukhara Deer,
Subspecies,4258,Bukhara Deer,2002,1,,,,,,,,Bukhara Deer,
Subspecies,4259,I,1979,1,,,,,,,,CMS,
Subspecies,4264,I,2005,1,"KZ, KG, TJ, TM, UZ, AF",,,,,,"Populations in Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, Uzbekistan and Afghanistan; formerly listed as <i>Cervus elaphus bactrianus</i>.",CMS,
Subspecies,4264,II,1979,1,"KZ, KG, TJ, TM, UZ, AF",,,,,,"Populations in Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, Uzbekistan and Afghanistan; formerly listed as <i>Cervus elaphus bactrianus</i>.",CMS,
Species,6335,II,1979,1,,,,,,,,CMS,
Species,6335,ASCOBANS,1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  
As of 3 February 2008 the ASCOBANS Area has been extended as follows: 
The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,6336,I,2005,1,,,,,,,Only Mediterranean population.,CMS,
Species,6336,II,1988,1,,,,,,,"North and Baltic Sea populations, Mediterranean population, Black Sea population, eastern tropical Pacific population",CMS,
Species,6336,ACCOBAMS,2001,1,,,,,,,,ACCOBAMS,
Species,6336,ASCOBANS,1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  
As of 3 February 2008 the ASCOBANS Area has been extended as follows: 
The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,6909,II,1979,1,,,,,,,,CMS,
Species,6909,Dugong,2007,1,,,,,,,,Dugong,
Species,7084,II,2001,1,,,,,,,Only African populations.,CMS,
Species,7915,II,1985,1,,,,,,,All migratory Vespertilionidae spp. (only European populations). ,CMS,
Species,7915,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,7910,II,1985,1,,,,,,,Only European popns.,CMS,
Species,7910,EUROBATS,1944,1,,,,,,,,EUROBATS,
Species,7911,II,1985,1,,,,,,,Only European popns.,CMS,
Species,7911,EUROBATS,1994,1,,,,,,,,EUROBATS,
Species,7950,I,1979,1,,,,,,,,CMS,
Species,7951,II,2002,1,,,,,,,"The listed taxon refers to <i>Equus hemionus</i> (<i>sensu lato</i> ), which includes three species: <i>Equus hemionus</i>, <i>Equus onager</i> and <i>Equus kiang</i>.",CMS,
Species,8153,I,1979,1,,,,,,,"Initially included within <i>Eubalaena glacialis</i> (<i>sensu lato</i> ), and subsequently also listed as <i>Balaena glacialis australis</i>.",CMS,
Species,8154,I,1979,1,,,,,,,"North Atlantic. 
Initially listed as <i>Eubalaena glacialis</i> (<i>sensu lato</i> ), and subsequently also as <i>Balaena glacialis glacialis</i>.",CMS,
Species,8154,ACCOBAMS,2001,1,,,,,,,,ACCOBAMS,
Species,78854,I,1979,1,,,,,,,"North Pacific.
Initially included within <i>Eubalaena glacialis</i> (<i>sensu lato</i> ), and subsequently also within <i>Balaena glacialis glacialis</i>.
See <i>Eubalaena glacialis japonica</i> for full details of legislation, distribution, etc.",CMS,
Species,8551,ASCOBANS,1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  
As of 3 February 2008 the ASCOBANS Area has been extended as follows: 
The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,8967,I,1979,1,,,,,,,,CMS,
Species,8969,I,1979,1,,,,,,,Only Northwest African populations.,CMS,
Species,101217,II,1979,1,,,,,,,Formerly included in <i>Gazella gazella</i>.,CMS,
Species,8970,II,1979,1,,,,,,,Only Asian populations.,CMS,
Species,8972,I,1985,1,,,,,,,,CMS,
Species,8976,II,2002,1,,,,,,,,CMS,
Species,9249,ASCOBANS,1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  
As of 3 February 2008 the ASCOBANS Area has been extended as follows: 
The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,9250,II,1988,1,,,,,,,Only North Sea and Baltic Sea popns.,CMS,
Species,9250,ACCOBAMS,2001,1,,,,,,,,ACCOBAMS,
Species,9250,ASCOBANS,1994,1,,,,,,,"ASCOBANS covers all species, subspecies or populations of toothed whales in the agreement area except for the sperm whale (<i>Physeter macrocephalus</i>).  
As of 3 February 2008 the ASCOBANS Area has been extended as follows: 
The marine environment of the Baltic and North Seas and contiguous area of the North East Atlantic, as delimited by the shores of the Gulfs of Bothnia and Finland; to the south-east by latitude 36°N, where this line of latitude meets the line joining the lighthouses of Cape St. Vincent (Portugal) and Casablanca (Morocco); to the south-west by latitude 36°N and longitude 15°W; to the north-west by longitude 15° and a line drawn through the following points: latitude 59°N/longitude 15°W, latitude 60°N/longitude 05°W, latitude, 61°N/longitude 4W;latitude 62N/ longitude 3W; to the north by latitude 62°N; and including the Kattegat and the Sound and Belt passages.",ASCOBANS,
Species,41800,I,1979,1,,,,,,,Formerly included in <i>Gorilla gorilla<i>,CMS,
Species,41800,Gorillas,2008,1,,,,,,,,Gorillas,
Subspecies,41801,Gorillas,2008,1,,,,,,,,Gorillas,
