SpcRecID,CtyRecID,CtyShort,
18766,145,"Myanmar"
18766,167,"Philippines"
18766,208,"Thailand"
7667,164,"Papua New Guinea"
7668,164,"Papua New Guinea"
7668,192,"Solomon Islands"
19516,109,"Kazakhstan"
19516,118,"Lebanon"
19516,143,"Morocco"
19516,170,"Portugal"
19516,173,"Romania"
19516,191,"Slovenia"
19516,196,"Spain"
19516,204,"Syrian Arab Republic"
19516,213,"Tunisia"
19516,214,"Turkey"
19516,215,"Turkmenistan"
19517,1,"Afghanistan"
19517,2,"Albania"
19517,3,"Algeria"
19517,14,"Austria"
19517,21,"Belgium"
19517,33,"Bulgaria"
19517,73,"France"
19517,80,"Georgia"
19517,81,"Germany"
19517,84,"Greece"
19517,97,"Hungary"
19517,99,"India"
19517,101,"Iran (Islamic Republic of)"
19517,102,"Iraq"
19517,104,"Israel"
19517,105,"Italy"
19517,107,"Japan"
19517,108,"Jordan"
19517,112,"Democratic People's Republic of Korea"
19517,113,"Republic of Korea "
19517,118,"Lebanon"
19517,124,"Luxembourg"
19517,131,"Malta"
19517,141,"Mongolia"
19517,143,"Morocco"
19517,148,"Nepal"
19517,149,"Netherlands"
19517,161,"Pakistan"
19517,169,"Poland"
19517,170,"Portugal"
19517,173,"Romania"
19517,174,"Russian Federation"
19517,191,"Slovenia"
19517,196,"Spain"
19517,203,"Switzerland"
19517,204,"Syrian Arab Republic"
19517,213,"Tunisia"
19517,214,"Turkey"
19517,219,"Ukraine"
19517,221,"United Kingdom of Great Britain and Northern Ireland"
19518,1,"Afghanistan"
19518,2,"Albania"
19518,14,"Austria"
19518,21,"Belgium"
19518,33,"Bulgaria"
19518,68,"Ethiopia"
19518,73,"France"
19518,81,"Germany"
19518,84,"Greece"
19518,97,"Hungary"
19518,99,"India"
19518,101,"Iran (Islamic Republic of)"
19518,102,"Iraq"
19518,103,"Ireland"
19518,104,"Israel"
19518,105,"Italy"
19518,108,"Jordan"
19518,109,"Kazakhstan"
19518,115,"Kyrgyzstan"
19518,118,"Lebanon"
19518,124,"Luxembourg"
19518,131,"Malta"
19518,143,"Morocco"
19518,161,"Pakistan"
19518,169,"Poland"
19518,170,"Portugal"
19518,173,"Romania"
19518,174,"Russian Federation"
19518,185,"Saudi Arabia"
19518,191,"Slovenia"
19518,196,"Spain"
19518,198,"Sudan [prior to secession of South Sudan]"
19518,206,"Tajikistan"
19518,214,"Turkey"
19518,219,"Ukraine"
19518,221,"United Kingdom of Great Britain and Northern Ireland"
17565,10,"Argentina"
17565,26,"Bolivia"
17565,30,"Brazil"
17565,47,"Colombia"
17565,165,"Paraguay"
17565,166,"Peru"
17565,224,"Uruguay"
13561,1,"Afghanistan"
13561,2,"Albania"
13561,3,"Algeria"
13561,6,"Angola"
13561,13,"Australia"
13561,18,"Bangladesh"
13561,23,"Benin"
13561,28,"Botswana"
13561,33,"Bulgaria"
13561,34,"Burkina Faso"
13561,37,"Cameroon"
13561,41,"Central African Republic"
13561,42,"Chad"
13561,44,"China"
13561,49,"Congo"
13561,56,"Côte d'Ivoire"
13561,65,"Equatorial Guinea"
13561,68,"Ethiopia"
13561,73,"France"
13561,80,"Georgia"
13561,81,"Germany"
13561,82,"Ghana"
13561,90,"Guinea"
13561,97,"Hungary"
13561,99,"India"
13561,100,"Indonesia"
13561,101,"Iran (Islamic Republic of)"
13561,102,"Iraq"
13561,104,"Israel"
13561,105,"Italy"
13561,107,"Japan"
13561,108,"Jordan"
13561,110,"Kenya"
13561,118,"Lebanon"
13561,120,"Liberia"
13561,127,"Malawi"
13561,128,"Malaysia"
13561,130,"Mali"
13561,131,"Malta"
13561,143,"Morocco"
13561,144,"Mozambique"
13561,145,"Myanmar"
13561,146,"Namibia"
13561,155,"Nigeria"
13561,164,"Papua New Guinea"
13561,167,"Philippines"
13561,170,"Portugal"
13561,173,"Romania"
13561,174,"Russian Federation"
13561,175,"Rwanda"
13561,188,"Sierra Leone"
13561,191,"Slovenia"
13561,192,"Solomon Islands"
13561,193,"Somalia"
13561,194,"South Africa"
13561,196,"Spain"
13561,197,"Sri Lanka"
13561,198,"Sudan [prior to secession of South Sudan]"
13561,203,"Switzerland"
13561,204,"Syrian Arab Republic"
13561,207,"United Republic of Tanzania"
13561,209,"Togo"
13561,213,"Tunisia"
13561,214,"Turkey"
13561,218,"Uganda"
13561,219,"Ukraine"
13561,234,"Yemen"
13561,236,"Democratic Republic of the Congo"
13561,237,"Zambia"
13561,238,"Zimbabwe"
6406,36,"Cambodia"
6406,116,"Lao People's Democratic Republic"
6406,208,"Thailand"
6406,229,"Viet Nam"
18809,32,"Brunei Darussalam"
18809,100,"Indonesia"
18809,208,"Thailand"
22445,18,"Bangladesh"
22445,25,"Bhutan"
22445,36,"Cambodia"
22445,44,"China"
22445,99,"India"
22445,116,"Lao People's Democratic Republic"
22445,145,"Myanmar"
22445,148,"Nepal"
22445,208,"Thailand"
22445,229,"Viet Nam"
22448,189,"Singapore"
22448,208,"Thailand"
22452,32,"Brunei Darussalam"
22452,208,"Thailand"
22458,32,"Brunei Darussalam"
22458,100,"Indonesia"
8200,126,"Madagascar"
8200,136,"Mayotte"
8202,126,"Madagascar"
8203,126,"Madagascar"
2053,6,"Angola"
2053,37,"Cameroon"
2053,41,"Central African Republic"
2053,65,"Equatorial Guinea"
2053,78,"Gabon"
2053,236,"Democratic Republic of the Congo"
2054,37,"Cameroon"
2054,155,"Nigeria"
12375,197,"Sri Lanka"
14940,32,"Brunei Darussalam"
14940,189,"Singapore"
14940,208,"Thailand"
14941,36,"Cambodia"
14941,116,"Lao People's Democratic Republic"
14941,229,"Viet Nam"
16629,6,"Angola"
16629,23,"Benin"
16629,35,"Burundi"
16629,37,"Cameroon"
16629,41,"Central African Republic"
16629,49,"Congo"
16629,56,"Côte d'Ivoire"
16629,65,"Equatorial Guinea"
16629,78,"Gabon"
16629,82,"Ghana"
16629,90,"Guinea"
16629,91,"Guinea Bissau"
16629,110,"Kenya"
16629,120,"Liberia"
16629,155,"Nigeria"
16629,175,"Rwanda"
16629,188,"Sierra Leone"
16629,209,"Togo"
16629,218,"Uganda"
16629,236,"Democratic Republic of the Congo"
8265,6,"Angola"
8265,37,"Cameroon"
8265,41,"Central African Republic"
8265,49,"Congo"
8265,78,"Gabon"
8265,236,"Democratic Republic of the Congo"
8266,37,"Cameroon"
8266,155,"Nigeria"
8785,6,"Angola"
8785,37,"Cameroon"
8785,41,"Central African Republic"
8785,49,"Congo"
8785,65,"Equatorial Guinea"
8785,78,"Gabon"
8785,155,"Nigeria"
8786,68,"Ethiopia"
8786,110,"Kenya"
8786,193,"Somalia"
8787,175,"Rwanda"
8787,218,"Uganda"
8787,236,"Democratic Republic of the Congo"
8788,6,"Angola"
8788,28,"Botswana"
8788,127,"Malawi"
8788,144,"Mozambique"
8788,146,"Namibia"
8788,194,"South Africa"
8788,201,"Swaziland"
8788,207,"United Republic of Tanzania"
8788,237,"Zambia"
8788,238,"Zimbabwe"
8789,23,"Benin"
8789,34,"Burkina Faso"
8789,37,"Cameroon"
8789,41,"Central African Republic"
8789,42,"Chad"
8789,56,"Côte d'Ivoire"
8789,58,"Djibouti"
8789,66,"Eritrea"
8789,68,"Ethiopia"
8789,79,"Gambia"
8789,82,"Ghana"
8789,90,"Guinea"
8789,91,"Guinea Bissau"
8789,110,"Kenya"
8789,120,"Liberia"
8789,130,"Mali"
8789,154,"Niger"
8789,155,"Nigeria"
8789,175,"Rwanda"
8789,186,"Senegal"
8789,188,"Sierra Leone"
8789,207,"United Republic of Tanzania"
8789,209,"Togo"
8789,218,"Uganda"
15933,270,"South Sudan"
8789,236,"Democratic Republic of the Congo"
8791,6,"Angola"
8791,23,"Benin"
8791,34,"Burkina Faso"
8791,37,"Cameroon"
8791,41,"Central African Republic"
8791,49,"Congo"
8791,56,"Côte d'Ivoire"
8791,65,"Equatorial Guinea"
8791,78,"Gabon"
8791,82,"Ghana"
8791,90,"Guinea"
8791,120,"Liberia"
8791,127,"Malawi"
8791,130,"Mali"
8791,155,"Nigeria"
8791,175,"Rwanda"
8791,188,"Sierra Leone"
8791,207,"United Republic of Tanzania"
8791,209,"Togo"
8791,218,"Uganda"
8791,236,"Democratic Republic of the Congo"
8792,110,"Kenya"
8792,127,"Malawi"
8792,144,"Mozambique"
8792,238,"Zimbabwe"
15643,6,"Angola"
15643,110,"Kenya"
15643,127,"Malawi"
15643,144,"Mozambique"
15643,175,"Rwanda"
15643,194,"South Africa"
15643,201,"Swaziland"
15643,218,"Uganda"
15643,236,"Democratic Republic of the Congo"
15643,237,"Zambia"
15643,238,"Zimbabwe"
15644,110,"Kenya"
15644,193,"Somalia"
15644,207,"United Republic of Tanzania"
21488,32,"Brunei Darussalam"
3564,26,"Bolivia"
3564,30,"Brazil"
3564,47,"Colombia"
3564,62,"Ecuador"
3564,166,"Peru"
3569,30,"Brazil"
3569,165,"Paraguay"
3572,30,"Brazil"
3577,26,"Bolivia"
3577,30,"Brazil"
3577,47,"Colombia"
3577,62,"Ecuador"
3577,166,"Peru"
11504,30,"Brazil"
19813,30,"Brazil"
19814,26,"Bolivia"
19814,30,"Brazil"
19814,47,"Colombia"
19814,62,"Ecuador"
19814,166,"Peru"
19815,47,"Colombia"
19815,51,"Costa Rica"
19815,163,"Panama"
19816,26,"Bolivia"
19816,30,"Brazil"
19816,166,"Peru"
19817,30,"Brazil"
19817,47,"Colombia"
19818,26,"Bolivia"
19818,30,"Brazil"
19818,47,"Colombia"
19818,166,"Peru"
19820,30,"Brazil"
19820,75,"French Guiana"
19820,92,"Guyana"
19820,199,"Suriname"
19821,30,"Brazil"
19821,166,"Peru"
19822,30,"Brazil"
19822,47,"Colombia"
19822,62,"Ecuador"
19822,166,"Peru"
19823,47,"Colombia"
19823,163,"Panama"
910,10,"Argentina"
910,26,"Bolivia"
910,30,"Brazil"
910,165,"Paraguay"
912,10,"Argentina"
912,26,"Bolivia"
912,30,"Brazil"
913,47,"Colombia"
913,51,"Costa Rica"
913,62,"Ecuador"
913,64,"El Salvador"
913,89,"Guatemala"
913,95,"Honduras"
913,137,"Mexico"
913,153,"Nicaragua"
913,163,"Panama"
913,166,"Peru"
914,22,"Belize"
914,89,"Guatemala"
914,137,"Mexico"
916,30,"Brazil"
916,47,"Colombia"
916,62,"Ecuador"
916,166,"Peru"
916,228,"Venezuela (Bolivarian Republic of)"
1797,10,"Argentina"
1797,26,"Bolivia"
1797,165,"Paraguay"
1801,47,"Colombia"
1801,62,"Ecuador"
1801,163,"Panama"
1803,30,"Brazil"
1803,166,"Peru"
1804,30,"Brazil"
1804,166,"Peru"
1805,30,"Brazil"
1805,47,"Colombia"
1805,228,"Venezuela (Bolivarian Republic of)"
1806,30,"Brazil"
1806,47,"Colombia"
2276,30,"Brazil"
2276,47,"Colombia"
2276,62,"Ecuador"
2276,166,"Peru"
2276,228,"Venezuela (Bolivarian Republic of)"
2277,26,"Bolivia"
2277,30,"Brazil"
2278,47,"Colombia"
2278,62,"Ecuador"
2278,163,"Panama"
2279,22,"Belize"
2279,47,"Colombia"
2279,51,"Costa Rica"
2279,64,"El Salvador"
2279,89,"Guatemala"
2279,95,"Honduras"
2279,137,"Mexico"
2279,153,"Nicaragua"
2279,163,"Panama"
2280,51,"Costa Rica"
2280,153,"Nicaragua"
2281,51,"Costa Rica"
2281,163,"Panama"
2283,30,"Brazil"
2283,75,"French Guiana"
2283,92,"Guyana"
2283,166,"Peru"
2283,199,"Suriname"
3416,30,"Brazil"
3416,166,"Peru"
3417,30,"Brazil"
3417,47,"Colombia"
3417,228,"Venezuela (Bolivarian Republic of)"
3544,30,"Brazil"
3544,166,"Peru"
3545,30,"Brazil"
3545,166,"Peru"
3547,30,"Brazil"
3547,166,"Peru"
3548,26,"Bolivia"
4069,26,"Bolivia"
4069,30,"Brazil"
4069,47,"Colombia"
4069,62,"Ecuador"
4069,92,"Guyana"
4069,166,"Peru"
4069,212,"Trinidad and Tobago"
4069,228,"Venezuela (Bolivarian Republic of)"
4070,30,"Brazil"
4070,47,"Colombia"
4070,62,"Ecuador"
4070,75,"French Guiana"
4070,92,"Guyana"
4070,166,"Peru"
4070,199,"Suriname"
4070,228,"Venezuela (Bolivarian Republic of)"
4071,22,"Belize"
4071,47,"Colombia"
4071,51,"Costa Rica"
4071,95,"Honduras"
4071,153,"Nicaragua"
4071,163,"Panama"
4072,30,"Brazil"
4072,75,"French Guiana"
4072,92,"Guyana"
4072,199,"Suriname"
4072,228,"Venezuela (Bolivarian Republic of)"
4686,30,"Brazil"
11174,30,"Brazil"
11174,166,"Peru"
11175,30,"Brazil"
11175,47,"Colombia"
11175,62,"Ecuador"
11175,166,"Peru"
17402,62,"Ecuador"
17402,166,"Peru"
17404,26,"Bolivia"
17404,30,"Brazil"
17404,166,"Peru"
17405,30,"Brazil"
17405,47,"Colombia"
17405,62,"Ecuador"
17405,166,"Peru"
17406,30,"Brazil"
17406,75,"French Guiana"
17406,92,"Guyana"
17406,199,"Suriname"
17406,228,"Venezuela (Bolivarian Republic of)"
19835,26,"Bolivia"
19835,30,"Brazil"
19835,166,"Peru"
19836,51,"Costa Rica"
19836,163,"Panama"
19837,30,"Brazil"
19837,47,"Colombia"
19837,62,"Ecuador"
19837,75,"French Guiana"
19837,92,"Guyana"
19837,166,"Peru"
19837,199,"Suriname"
19837,222,"United States of America"
19837,228,"Venezuela (Bolivarian Republic of)"
865,6,"Angola"
865,49,"Congo"
865,236,"Democratic Republic of the Congo"
4198,37,"Cameroon"
4198,41,"Central African Republic"
4198,49,"Congo"
4198,65,"Equatorial Guinea"
4198,78,"Gabon"
4198,236,"Democratic Republic of the Congo"
4200,110,"Kenya"
4201,37,"Cameroon"
4201,49,"Congo"
4201,78,"Gabon"
4201,155,"Nigeria"
4212,6,"Angola"
4212,41,"Central African Republic"
4212,110,"Kenya"
4212,175,"Rwanda"
4212,207,"United Republic of Tanzania"
4212,218,"Uganda"
4212,236,"Democratic Republic of the Congo"
4212,237,"Zambia"
4213,56,"Côte d'Ivoire"
4213,79,"Gambia"
4213,90,"Guinea"
4213,91,"Guinea Bissau"
4213,120,"Liberia"
4213,186,"Senegal"
4213,188,"Sierra Leone"
4214,6,"Angola"
4214,37,"Cameroon"
4214,41,"Central African Republic"
4214,49,"Congo"
4214,65,"Equatorial Guinea"
4214,78,"Gabon"
4214,236,"Democratic Republic of the Congo"
4215,56,"Côte d'Ivoire"
4215,90,"Guinea"
4215,120,"Liberia"
4215,188,"Sierra Leone"
4218,37,"Cameroon"
4219,175,"Rwanda"
4219,218,"Uganda"
4219,236,"Democratic Republic of the Congo"
4220,35,"Burundi"
12392,271,"Sudan"
4220,175,"Rwanda"
4220,218,"Uganda"
4220,236,"Democratic Republic of the Congo"
4221,6,"Angola"
4221,68,"Ethiopia"
4221,110,"Kenya"
4221,127,"Malawi"
4221,218,"Uganda"
4221,236,"Democratic Republic of the Congo"
4221,237,"Zambia"
4222,23,"Benin"
4222,37,"Cameroon"
4222,82,"Ghana"
4222,86,"Grenada"
4222,155,"Nigeria"
4222,184,"São Tomé and Principe"
4222,178,"Saint Kitts and Nevis"
4222,209,"Togo"
4223,6,"Angola"
4223,37,"Cameroon"
4223,41,"Central African Republic"
4223,49,"Congo"
4223,65,"Equatorial Guinea"
4223,68,"Ethiopia"
4223,78,"Gabon"
4223,110,"Kenya"
4223,218,"Uganda"
4223,236,"Democratic Republic of the Congo"
4224,6,"Angola"
4224,23,"Benin"
4224,37,"Cameroon"
4224,41,"Central African Republic"
4224,49,"Congo"
4224,56,"Côte d'Ivoire"
4224,78,"Gabon"
4224,120,"Liberia"
4224,155,"Nigeria"
4224,209,"Togo"
4212,270,"South Sudan"
4224,236,"Democratic Republic of the Congo"
4225,23,"Benin"
4225,56,"Côte d'Ivoire"
4225,79,"Gambia"
4225,82,"Ghana"
4225,90,"Guinea"
4225,91,"Guinea Bissau"
4225,120,"Liberia"
4225,186,"Senegal"
4225,188,"Sierra Leone"
4225,209,"Togo"
4226,37,"Cameroon"
4226,41,"Central African Republic"
4226,49,"Congo"
4226,65,"Equatorial Guinea"
4226,78,"Gabon"
4226,236,"Democratic Republic of the Congo"
4227,37,"Cameroon"
4231,6,"Angola"
4231,236,"Democratic Republic of the Congo"
4716,66,"Eritrea"
4716,68,"Ethiopia"
5142,6,"Angola"
5142,35,"Burundi"
5142,110,"Kenya"
5142,127,"Malawi"
5142,175,"Rwanda"
5142,207,"United Republic of Tanzania"
5142,218,"Uganda"
5142,236,"Democratic Republic of the Congo"
5142,237,"Zambia"
5143,37,"Cameroon"
5143,41,"Central African Republic"
5143,42,"Chad"
5143,49,"Congo"
5143,65,"Equatorial Guinea"
5143,66,"Eritrea"
8073,271,"Sudan"
5143,68,"Ethiopia"
5143,78,"Gabon"
5143,110,"Kenya"
5143,155,"Nigeria"
5143,175,"Rwanda"
5143,207,"United Republic of Tanzania"
5143,218,"Uganda"
5143,236,"Democratic Republic of the Congo"
5144,56,"Côte d'Ivoire"
5144,79,"Gambia"
5144,82,"Ghana"
5144,90,"Guinea"
5144,91,"Guinea Bissau"
5144,120,"Liberia"
5144,186,"Senegal"
5144,188,"Sierra Leone"
5145,37,"Cameroon"
5145,78,"Gabon"
8073,23,"Benin"
8073,34,"Burkina Faso"
8073,37,"Cameroon"
8073,41,"Central African Republic"
8073,42,"Chad"
8073,56,"Côte d'Ivoire"
8073,68,"Ethiopia"
8073,79,"Gambia"
8073,82,"Ghana"
8073,90,"Guinea"
8073,91,"Guinea Bissau"
8073,110,"Kenya"
8073,130,"Mali"
8073,134,"Mauritania"
8073,154,"Niger"
8073,155,"Nigeria"
8073,186,"Senegal"
8073,188,"Sierra Leone"
8073,193,"Somalia"
16013,271,"Sudan"
8073,207,"United Republic of Tanzania"
8073,209,"Togo"
8073,218,"Uganda"
8073,236,"Democratic Republic of the Congo"
12309,6,"Angola"
12309,35,"Burundi"
12309,37,"Cameroon"
12309,41,"Central African Republic"
12309,49,"Congo"
12309,65,"Equatorial Guinea"
12309,78,"Gabon"
12309,110,"Kenya"
12309,155,"Nigeria"
12309,175,"Rwanda"
12309,207,"United Republic of Tanzania"
12309,218,"Uganda"
12309,236,"Democratic Republic of the Congo"
12548,18,"Bangladesh"
12548,36,"Cambodia"
12548,44,"China"
12548,99,"India"
12548,116,"Lao People's Democratic Republic"
12548,145,"Myanmar"
12548,208,"Thailand"
12548,229,"Viet Nam"
12549,18,"Bangladesh"
12549,25,"Bhutan"
12549,44,"China"
12549,99,"India"
12549,116,"Lao People's Democratic Republic"
12549,145,"Myanmar"
12549,148,"Nepal"
12549,208,"Thailand"
12549,229,"Viet Nam"
12551,18,"Bangladesh"
12551,32,"Brunei Darussalam"
12551,36,"Cambodia"
12551,96,"Hong Kong SAR"
12551,100,"Indonesia"
12551,116,"Lao People's Democratic Republic"
12551,135,"Mauritius"
12551,145,"Myanmar"
12551,162,"Palau"
12551,167,"Philippines"
12551,189,"Singapore"
12551,208,"Thailand"
12551,229,"Viet Nam"
12554,1,"Afghanistan"
12554,18,"Bangladesh"
12554,25,"Bhutan"
12554,44,"China"
12554,96,"Hong Kong SAR"
12554,99,"India"
12554,116,"Lao People's Democratic Republic"
12554,145,"Myanmar"
12554,148,"Nepal"
12554,161,"Pakistan"
12554,208,"Thailand"
12554,222,"United States of America"
12554,229,"Viet Nam"
12555,32,"Brunei Darussalam"
12555,189,"Singapore"
12555,208,"Thailand"
12561,3,"Algeria"
12561,83,"Gibraltar"
12561,143,"Morocco"
12753,37,"Cameroon"
12753,78,"Gabon"
12753,155,"Nigeria"
12754,37,"Cameroon"
12754,49,"Congo"
12754,78,"Gabon"
13572,6,"Angola"
13572,236,"Democratic Republic of the Congo"
16013,66,"Eritrea"
16013,68,"Ethiopia"
16013,193,"Somalia"
16014,6,"Angola"
16014,68,"Ethiopia"
16014,110,"Kenya"
16014,127,"Malawi"
16014,144,"Mozambique"
16014,193,"Somalia"
16014,207,"United Republic of Tanzania"
16014,236,"Democratic Republic of the Congo"
16014,237,"Zambia"
16016,79,"Gambia"
16016,90,"Guinea"
16016,91,"Guinea Bissau"
16016,120,"Liberia"
16016,130,"Mali"
16016,134,"Mauritania"
16016,186,"Senegal"
16016,188,"Sierra Leone"
16017,6,"Angola"
16017,28,"Botswana"
16017,119,"Lesotho"
73336,270,"South Sudan"
16017,144,"Mozambique"
16017,146,"Namibia"
16017,194,"South Africa"
16017,201,"Swaziland"
16017,237,"Zambia"
16017,238,"Zimbabwe"
18126,145,"Myanmar"
18126,189,"Singapore"
18126,208,"Thailand"
18131,32,"Brunei Darussalam"
18240,56,"Côte d'Ivoire"
18240,79,"Gambia"
18240,82,"Ghana"
18240,90,"Guinea"
18240,91,"Guinea Bissau"
18240,120,"Liberia"
18240,186,"Senegal"
18240,188,"Sierra Leone"
18241,49,"Congo"
18245,23,"Benin"
18245,56,"Côte d'Ivoire"
18245,82,"Ghana"
18245,90,"Guinea"
18245,120,"Liberia"
18245,155,"Nigeria"
18245,188,"Sierra Leone"
18245,209,"Togo"
18938,116,"Lao People's Democratic Republic"
18938,229,"Viet Nam"
20104,18,"Bangladesh"
20104,99,"India"
20104,148,"Nepal"
20104,161,"Pakistan"
22035,32,"Brunei Darussalam"
22035,100,"Indonesia"
22036,44,"China"
22036,116,"Lao People's Democratic Republic"
22036,229,"Viet Nam"
22037,25,"Bhutan"
22037,99,"India"
22039,18,"Bangladesh"
22039,116,"Lao People's Democratic Republic"
22039,145,"Myanmar"
22039,208,"Thailand"
22040,18,"Bangladesh"
22040,36,"Cambodia"
22040,44,"China"
22040,99,"India"
22040,116,"Lao People's Democratic Republic"
22040,145,"Myanmar"
22040,208,"Thailand"
22040,229,"Viet Nam"
22041,18,"Bangladesh"
22041,99,"India"
22041,145,"Myanmar"
10543,208,"Thailand"
10544,44,"China"
10544,116,"Lao People's Democratic Republic"
10544,229,"Viet Nam"
10545,36,"Cambodia"
10545,116,"Lao People's Democratic Republic"
10545,229,"Viet Nam"
10546,18,"Bangladesh"
10546,44,"China"
10546,99,"India"
10546,145,"Myanmar"
10548,44,"China"
10548,116,"Lao People's Democratic Republic"
10548,145,"Myanmar"
10548,208,"Thailand"
10549,44,"China"
10552,36,"Cambodia"
10552,116,"Lao People's Democratic Republic"
10552,208,"Thailand"
10552,229,"Viet Nam"
9404,6,"Angola"
9404,37,"Cameroon"
9404,41,"Central African Republic"
9404,49,"Congo"
9404,65,"Equatorial Guinea"
9404,78,"Gabon"
9404,155,"Nigeria"
9404,236,"Democratic Republic of the Congo"
15933,6,"Angola"
15933,23,"Benin"
15933,34,"Burkina Faso"
15933,35,"Burundi"
15933,37,"Cameroon"
15933,41,"Central African Republic"
15933,49,"Congo"
15933,56,"Côte d'Ivoire"
15933,65,"Equatorial Guinea"
15933,78,"Gabon"
15933,79,"Gambia"
15933,82,"Ghana"
15933,90,"Guinea"
15933,91,"Guinea Bissau"
15933,120,"Liberia"
15933,130,"Mali"
15933,155,"Nigeria"
15933,175,"Rwanda"
15933,186,"Senegal"
15933,188,"Sierra Leone"
15933,207,"United Republic of Tanzania"
15933,209,"Togo"
15933,218,"Uganda"
15933,236,"Democratic Republic of the Congo"
17975,32,"Brunei Darussalam"
15937,270,"South Sudan"
14224,10,"Argentina"
14224,22,"Belize"
14224,26,"Bolivia"
14224,30,"Brazil"
14224,47,"Colombia"
14224,51,"Costa Rica"
14224,62,"Ecuador"
14224,64,"El Salvador"
14224,75,"French Guiana"
14224,89,"Guatemala"
14224,92,"Guyana"
14224,95,"Honduras"
14224,153,"Nicaragua"
14224,163,"Panama"
14224,165,"Paraguay"
14224,166,"Peru"
14224,199,"Suriname"
14224,224,"Uruguay"
14224,228,"Venezuela (Bolivarian Republic of)"
3038,10,"Argentina"
3038,26,"Bolivia"
3038,30,"Brazil"
3038,47,"Colombia"
3038,51,"Costa Rica"
3038,62,"Ecuador"
3038,64,"El Salvador"
3038,95,"Honduras"
3038,153,"Nicaragua"
3038,163,"Panama"
3038,165,"Paraguay"
3038,166,"Peru"
3038,228,"Venezuela (Bolivarian Republic of)"
4777,30,"Brazil"
4777,47,"Colombia"
4777,62,"Ecuador"
4777,75,"French Guiana"
4777,92,"Guyana"
4777,166,"Peru"
4777,199,"Suriname"
4777,228,"Venezuela (Bolivarian Republic of)"
4778,26,"Bolivia"
4778,30,"Brazil"
4778,47,"Colombia"
4778,51,"Costa Rica"
4778,62,"Ecuador"
4778,95,"Honduras"
4778,153,"Nicaragua"
4778,166,"Peru"
4778,228,"Venezuela (Bolivarian Republic of)"
3412,22,"Belize"
3412,47,"Colombia"
3412,51,"Costa Rica"
3412,62,"Ecuador"
3412,64,"El Salvador"
3412,89,"Guatemala"
3412,95,"Honduras"
3412,153,"Nicaragua"
3412,163,"Panama"
3412,228,"Venezuela (Bolivarian Republic of)"
3414,10,"Argentina"
3414,30,"Brazil"
3414,165,"Paraguay"
3414,224,"Uruguay"
18144,10,"Argentina"
18144,26,"Bolivia"
18144,30,"Brazil"
18144,47,"Colombia"
18144,75,"French Guiana"
18144,92,"Guyana"
18144,165,"Paraguay"
18144,166,"Peru"
18144,199,"Suriname"
18144,228,"Venezuela (Bolivarian Republic of)"
12761,18,"Bangladesh"
12761,99,"India"
12761,161,"Pakistan"
12761,197,"Sri Lanka"
12762,6,"Angola"
12762,23,"Benin"
12762,34,"Burkina Faso"
12762,35,"Burundi"
12762,37,"Cameroon"
12762,41,"Central African Republic"
12762,42,"Chad"
12762,49,"Congo"
12762,56,"Côte d'Ivoire"
12762,65,"Equatorial Guinea"
12762,78,"Gabon"
12762,82,"Ghana"
12762,90,"Guinea"
12762,91,"Guinea Bissau"
12762,110,"Kenya"
12762,120,"Liberia"
12762,130,"Mali"
