Species RecID,Rank,GEO_entity_type,ISO Code 2,Tags,Designation
1070,Species,Country,HN,distribution uncertain,"CITES,EU"
1199,Species,Country,PT,distribution uncertain,EU
1224,Species,Country,CF,distribution uncertain,"CITES,EU"
1224,Species,Country,EC,distribution uncertain,"CITES,EU"
1273,Species,Country,RU,distribution uncertain,"CITES,EU"
1549,Species,Country,BF,distribution uncertain,"CITES,EU"
1549,Species,Country,BJ,distribution uncertain,"CITES,EU"
1549,Species,Country,CF,distribution uncertain,"CITES,EU"
1549,Species,Country,CI,distribution uncertain,"CITES,EU"
1549,Species,Country,TD,distribution uncertain,"CITES,EU"
1550,Species,Country,BF,distribution uncertain,"CITES,EU"
1550,Species,Country,BI,distribution uncertain,"CITES,EU"
1550,Species,Country,BJ,distribution uncertain,"CITES,EU"
1550,Species,Country,CF,distribution uncertain,"CITES,EU"
1550,Species,Country,TD,distribution uncertain,"CITES,EU"
1551,Species,Country,BF,distribution uncertain,"CITES,EU"
1553,Species,Country,UG,distribution uncertain,"CITES,EU"
1570,Species,Country,HN,distribution uncertain,CMS-AEWA
1570,Species,Country,NI,distribution uncertain,CMS-AEWA
1574,Species,Territory,VI,distribution uncertain,"EU,CMS"
1578,Species,Country,LU,distribution uncertain,CMS
1661,Species,Country,TJ,distribution uncertain,EU
1662,Species,Country,SK,distribution uncertain,EU
1705,Species,Territory,AN,distribution uncertain,"CITES,EU"
1705,Species,Country,AU,distribution uncertain,"CITES,EU"
1705,Species,Country,CN,distribution uncertain,"CITES,EU"
1705,Species,Country,FJ,distribution uncertain,"CITES,EU"
1705,Species,Territory,GU,distribution uncertain,"CITES,EU"
1705,Species,Territory,HK,distribution uncertain,"CITES,EU"
1705,Species,Country,IN,distribution uncertain,"CITES,EU"
1705,Species,Country,MG,distribution uncertain,"CITES,EU"
1705,Species,Country,MU,distribution uncertain,"CITES,EU"
1705,Species,Country,MX,distribution uncertain,"CITES,EU"
1705,Species,Country,MY,distribution uncertain,"CITES,EU"
1705,Species,Country,PW,distribution uncertain,"CITES,EU"
1705,Species,Territory,RE,distribution uncertain,"CITES,EU"
1705,Species,Country,TO,distribution uncertain,"CITES,EU"
1705,Species,Territory,UM,distribution uncertain,"CITES,EU"
1793,Species,Country,BI,distribution uncertain,"CITES,EU"
1793,Species,Country,GQ,distribution uncertain,"CITES,EU"
1794,Subspecies,Country,NG,distribution uncertain,"CITES,EU"
1805,Species,Country,CO,distribution uncertain,"CITES,EU"
1953,Species,Country,IQ,distribution uncertain,"CITES,EU"
1958,Species,Country,CM,distribution uncertain,"CITES,EU"
1958,Species,Country,ME,distribution uncertain,"CITES,EU"
1958,Species,Country,TD,distribution uncertain,"CITES,EU"
1968,Species,Country,AR,distribution uncertain,"CITES,EU"
1968,Species,Country,PY,distribution uncertain,"CITES,EU"
2024,Species,Country,MM,distribution uncertain,"CITES,EU"
2053,Species,Country,CD,distribution uncertain,"CITES,EU"
2053,Species,Country,CF,distribution uncertain,"CITES,EU"
2073,Species,Country,SO,distribution uncertain,"EU,CMS-AEWA"
2078,Species,Country,SO,distribution uncertain,"EU,CMS"
2090,Species,Country,KN,distribution uncertain,"EU,CMS"
2090,Species,Territory,MS,distribution uncertain,"EU,CMS"
2254,Species,Country,KI,distribution uncertain,"CITES,EU"
2258,Species,Territory,NC,distribution uncertain,"CITES,EU"
2274,Species,Country,LS,distribution uncertain,CITES
2370,Species,Country,LA,distribution uncertain,"CITES,EU"
2450,Species,Country,MA,distribution uncertain,CMS
2452,Species,Territory,VI,distribution uncertain,CMS
2457,Species,Country,EH,distribution uncertain,"CITES,EU"
2473,Species,Country,MW,distribution uncertain,"CITES,EU"
2477,Species,Country,CO,distribution uncertain,"CITES,EU"
2477,Species,Country,MY,distribution uncertain,"CITES,EU"
2478,Species,Country,MY,distribution uncertain,"CITES,EU"
2503,Species,Country,BB,distribution uncertain,"CITES,EU"
2516,Species,Country,LK,distribution uncertain,"CITES,EU"
2550,Species,Country,AE,distribution uncertain,"CITES,EU"
2553,Species,Country,SN,distribution uncertain,CMS
2554,Species,Country,VN,distribution uncertain,CMS
2614,Species,Country,SG,distribution uncertain,"CITES,EU"
2627,Species,Country,CU,distribution uncertain,"CITES,EU"
2837,Subspecies,Country,BO,distribution uncertain,"CITES,EU"
2889,Species,Country,AF,distribution uncertain,"CITES,EU"
2899,Species,Country,GN,distribution uncertain,"CITES,EU"
2916,Species,Country,TT,distribution uncertain,"CITES,EU"
2920,Species,Country,PA,distribution uncertain,"CITES,EU"
2967,Species,Country,NI,distribution uncertain,"CITES,EU"
3038,Species,Country,SV,distribution uncertain,"CITES,EU"
3119,Species,Territory,GF,distribution uncertain,"CITES,EU"
3147,Species,Country,SK,distribution uncertain,CMS
3174,Species,Country,BJ,distribution uncertain,"CITES,EU"
3174,Species,Country,CF,distribution uncertain,"CITES,EU"
3174,Species,Country,CG,distribution uncertain,"CITES,EU"
3344,Species,Country,AU,distribution uncertain,"CITES,EU"
3353,Species,Country,EH,distribution uncertain,"CITES,EU"
3357,Species,Country,BT,distribution uncertain,"CITES,EU"
3361,Species,Country,ZM,distribution uncertain,"CITES,EU"
3367,Species,Country,ME,distribution uncertain,"CITES,EU"
3367,Species,Country,MW,distribution uncertain,"CITES,EU"
3370,Species,Country,BZ,distribution uncertain,"CITES,EU"
3382,Species,Country,GY,distribution uncertain,EU
3415,Species,Country,UY,distribution uncertain,EU
3416,Species,Country,CO,distribution uncertain,"CITES,EU"
3452,Species,Country,BO,distribution uncertain,"CITES,EU"
3457,Subspecies,Country,EC,distribution uncertain,CITES
3526,Species,Country,EC,distribution uncertain,"EU,CMS"
3527,Species,Country,BZ,distribution uncertain,"EU,CMS"
3527,Species,Country,SR,distribution uncertain,"EU,CMS"
3528,Species,Country,SC,distribution uncertain,"EU,CMS"
3529,Species,Country,AR,distribution uncertain,"EU,CMS"
3531,Species,Country,CS,distribution uncertain,"EU,CMS"
3532,Species,Country,AU,distribution uncertain,"EU,CMS"
3538,Species,Country,SC,distribution uncertain,"EU,CMS"
3545,Species,Country,BO,distribution uncertain,"CITES,EU"
3545,Species,Country,PE,distribution uncertain,"CITES,EU"
3547,Species,Country,BO,distribution uncertain,"CITES,EU"
3564,Species,Country,EC,distribution uncertain,"CITES,EU"
3741,Species,Country,ID,distribution uncertain,"CITES,EU"
3741,Species,Territory,PF,distribution uncertain,"CITES,EU"
3741,Species,Country,PG,distribution uncertain,"CITES,EU"
3741,Species,Territory,TK,distribution uncertain,"CITES,EU"
3741,Species,Country,TO,distribution uncertain,"CITES,EU"
3744,Species,Country,BJ,distribution uncertain,"CITES,EU"
3744,Species,Country,GM,distribution uncertain,"CITES,EU"
3746,Species,Country,MM,distribution uncertain,"CITES,EU"
3847,Species,Country,BF,distribution uncertain,"CITES,EU"
3847,Species,Country,CI,distribution uncertain,"CITES,EU"
3847,Species,Country,LB,distribution uncertain,"CITES,EU"
3847,Species,Country,LR,distribution uncertain,"CITES,EU"
3847,Species,Country,LS,distribution uncertain,"CITES,EU"
3847,Species,Country,SZ,distribution uncertain,"CITES,EU"
3847,Species,Country,TG,distribution uncertain,"CITES,EU"
3847,Species,Country,TN,distribution uncertain,"CITES,EU"
3870,Species,Country,GY,distribution uncertain,"CITES,EU"
3897,Species,Country,NA,distribution uncertain,"CITES,EU"
3935,Species,Country,BR,distribution uncertain,"CITES,EU"
3961,Species,Territory,AQ,distribution uncertain,"CITES,EU"
4007,Species,Country,TR,distribution uncertain,CITES
4022,Species,Country,CO,distribution uncertain,"EU,CMS-AEWA"
4022,Species,Country,GN,distribution uncertain,"EU,CMS-AEWA"
4022,Species,Country,SK,distribution uncertain,"EU,CMS-AEWA"
4071,Species,Country,BZ,distribution uncertain,"CITES,EU"
4139,Species,Country,BJ,distribution uncertain,"CITES,EU"
4139,Species,Country,CF,distribution uncertain,"CITES,EU"
4139,Species,Country,GM,distribution uncertain,"CITES,EU"
4139,Species,Country,GW,distribution uncertain,"CITES,EU"
4143,Species,Country,GH,distribution uncertain,"CITES,EU"
4143,Species,Country,LR,distribution uncertain,"CITES,EU"
4144,Species,Country,RW,distribution uncertain,EU
4144,Species,Country,ZW,distribution uncertain,EU
4148,Species,Country,TG,distribution uncertain,"CITES,EU"
4150,Species,Country,GM,distribution uncertain,"CITES,EU"
4159,Species,Territory,GS,distribution uncertain,"CITES,EU"
4189,Species,Country,BN,distribution uncertain,"CITES,EU"
4224,Species,Country,BJ,distribution uncertain,"CITES,EU"
4224,Species,Country,TG,distribution uncertain,"CITES,EU"
4225,Species,Country,GM,distribution uncertain,"CITES,EU"
4225,Species,Country,GW,distribution uncertain,"CITES,EU"
4225,Species,Country,SN,distribution uncertain,"CITES,EU"
4350,Species,Country,LK,distribution uncertain,EU
4350,Species,Country,TZ,distribution uncertain,EU
4429,Species,Country,DJ,distribution uncertain,"CITES,EU"
4430,Species,Country,BF,distribution uncertain,"CITES,EU"
4430,Species,Country,DJ,distribution uncertain,"CITES,EU"
4447,Species,Territory,GI,distribution uncertain,"CITES,EU"
4449,Species,Country,GH,distribution uncertain,"CITES,EU"
4449,Species,Country,TG,distribution uncertain,"CITES,EU"
4454,Species,Country,TZ,distribution uncertain,"CITES,EU"
4463,Species,Country,BJ,distribution uncertain,"CITES,EU"
4471,Species,Country,CG,distribution uncertain,"CITES,EU"
4497,Species,Country,KE,distribution uncertain,"CITES,EU"
4538,Species,Country,LY,distribution uncertain,CMS
4542,Species,Country,UY,distribution uncertain,CMS
4623,Species,Country,NA,distribution uncertain,"CITES,EU"
4652,Species,Country,AR,distribution uncertain,"CITES,EU"
4708,Species,Country,BS,distribution uncertain,"EU,CMS"
4865,Species,Country,TT,distribution uncertain,EU
4896,Species,Country,KE,distribution uncertain,"CITES,EU"
4903,Species,Territory,AI,distribution uncertain,"CITES,EU"
4903,Species,Country,GD,distribution uncertain,"CITES,EU"
4903,Species,Country,LA,distribution uncertain,"CITES,EU"
4903,Species,Territory,MS,distribution uncertain,"CITES,EU"
4903,Species,Territory,VG,distribution uncertain,"CITES,EU"
4903,Species,Country,VN,distribution uncertain,"CITES,EU"
4904,Species,Country,MN,distribution uncertain,"CITES,EU"
4904,Species,Country,SZ,distribution uncertain,"CITES,EU"
4908,Species,Country,LS,distribution uncertain,"CITES,EU"
4908,Species,Country,SL,distribution uncertain,"CITES,EU"
4940,Species,Country,BI,distribution uncertain,"CITES,EU"
4940,Species,Country,NE,distribution uncertain,"CITES,EU"
4945,Species,Country,AR,distribution uncertain,"CITES,EU"
4945,Species,Country,UY,distribution uncertain,"CITES,EU"
5097,Species,Country,NZ,distribution uncertain,"CITES,EU"
5144,Species,Country,GM,distribution uncertain,"CITES,EU"
5144,Species,Country,SN,distribution uncertain,"CITES,EU"
5194,Species,Country,EC,distribution uncertain,EU
5208,Species,Country,KP,distribution uncertain,"CITES,EU"
5251,Species,Territory,IO,distribution uncertain,"CITES,EU"
5346,Species,Country,LS,distribution uncertain,"CITES,EU"
5427,Species,Country,MH,distribution uncertain,"CITES,EU"
5520,Species,Country,AU,distribution uncertain,"EU,CMS"
5520,Species,Country,GN,distribution uncertain,"EU,CMS"
5533,Species,Country,MX,distribution uncertain,"CITES,EU"
5544,Species,Country,PH,distribution uncertain,"CITES,EU"
5577,Species,Country,CD,distribution uncertain,EU
5577,Species,Country,KE,distribution uncertain,EU
5666,Species,Country,ID,distribution uncertain,"CITES,EU"
5667,Species,Country,MM,distribution uncertain,"CITES,EU"
5671,Species,Country,MM,distribution uncertain,"CITES,EU"
5947,Species,Country,MV,distribution uncertain,"CITES,EU"
5953,Species,Country,KR,distribution uncertain,"CITES,EU"
5953,Species,Country,LK,distribution uncertain,"CITES,EU"
5955,Species,Country,KH,distribution uncertain,"CITES,EU"
5958,Species,Country,CN,distribution uncertain,"CITES,EU"
5962,Species,Country,LA,distribution uncertain,"CITES,EU"
5962,Species,Country,MM,distribution uncertain,"CITES,EU"
5963,Species,Country,CN,distribution uncertain,"CITES,EU"
5973,Species,Country,SK,distribution uncertain,EU
5980,Species,Country,PY,distribution uncertain,EU
6054,Species,Country,PY,distribution uncertain,"CITES,EU"
6123,Species,Territory,CC,distribution uncertain,"CITES,EU"
6277,Species,Territory,GF,distribution uncertain,"CITES,EU"
6277,Species,Country,GY,distribution uncertain,"CITES,EU"
6277,Species,Country,SR,distribution uncertain,"CITES,EU"
6339,Species,Country,BB,distribution uncertain,"CITES,EU"
6339,Species,Territory,BM,distribution uncertain,"CITES,EU"
6339,Species,Country,MX,distribution uncertain,"CITES,EU"
6339,Species,Country,PT,distribution uncertain,"CITES,EU"
6339,Species,Territory,VI,distribution uncertain,"CITES,EU"
6349,Species,Country,AU,distribution uncertain,"CITES,EU"
6376,Species,Country,SR,distribution uncertain,"CITES,EU"
6377,Species,Country,CO,distribution uncertain,"CITES,EU"
6377,Species,Country,EC,distribution uncertain,"CITES,EU"
6429,Species,Country,ID,distribution uncertain,EU
6462,Species,Country,AO,distribution uncertain,"CITES,EU"
6466,Species,Country,MH,distribution uncertain,"CITES,EU"
6478,Species,Country,ZA,distribution uncertain,"CITES,EU"
6553,Species,Country,KH,distribution uncertain,"CITES,EU"
6612,Species,Country,TO,distribution uncertain,CMS
6758,Species,Country,BS,distribution uncertain,"CITES,EU"
6760,Species,Territory,RE,distribution uncertain,"CITES,EU"
6816,Species,Country,BO,distribution uncertain,"CITES,EU"
6909,Species,Country,SC,distribution uncertain,"CITES,EU"
7003,Species,Country,MU,distribution uncertain,"CITES,EU"
7078,Species,Country,IN,distribution uncertain,"CITES,EU"
7084,Species,Country,SO,distribution uncertain,CMS
7681,Species,Country,SK,distribution uncertain,EU
7717,Species,Country,IQ,distribution uncertain,CITES
7753,Species,Country,MY,distribution uncertain,EU
7759,Species,Country,LK,distribution uncertain,EU
7915,Species,Country,GE,distribution uncertain,CMS
7955,Subspecies,Country,IR,distribution uncertain,"CITES,EU"
7958,Subspecies,Country,AO,distribution uncertain,"CITES,EU"
8038,Species,Country,CV,distribution uncertain,"CITES,EU"
8073,Species,Country,SO,distribution uncertain,"CITES,EU"
8093,Species,Country,CF,distribution uncertain,"CITES,EU"
8094,Species,Country,ET,distribution uncertain,"CITES,EU"
8169,Species,Country,GY,distribution uncertain,EU
8170,Species,Country,AR,distribution uncertain,"CITES,EU"
8253,Species,Country,SR,distribution uncertain,"CITES,EU"
8254,Species,Country,AR,distribution uncertain,"CITES,EU"
8255,Species,Country,UY,distribution uncertain,"CITES,EU"
8265,Species,Country,AO,distribution uncertain,"CITES,EU"
8270,Species,Country,AR,distribution uncertain,"CITES,EU"
8273,Species,Country,NI,distribution uncertain,"CITES,EU"
8310,Species,Country,FJ,distribution uncertain,"CITES,EU"
8369,Species,Country,AD,distribution uncertain,EU
8445,Species,Country,ZM,distribution uncertain,"CITES,EU"
8447,Species,Country,SK,distribution uncertain,"CITES,EU"
8451,Species,Territory,MS,distribution uncertain,"CITES,EU"
8451,Species,Territory,VG,distribution uncertain,"CITES,EU"
8456,Species,Country,AE,distribution uncertain,"CITES,EU"
8456,Species,Country,SD1,distribution uncertain,"CITES,EU"
8464,Species,Country,EH,distribution uncertain,"CITES,EU"
8464,Species,Country,SL,distribution uncertain,"CITES,EU"
8467,Species,Country,AE,distribution uncertain,"CITES,EU"
8468,Species,Territory,AI,distribution uncertain,"CITES,EU"
8468,Species,Territory,GP,distribution uncertain,"CITES,EU"
8468,Species,Territory,MQ,distribution uncertain,"CITES,EU"
8468,Species,Country,PY,distribution uncertain,"CITES,EU"
8468,Species,Territory,VG,distribution uncertain,"CITES,EU"
8475,Species,Country,BF,distribution uncertain,"CITES,EU"
8475,Species,Country,BJ,distribution uncertain,"CITES,EU"
8475,Species,Country,DJ,distribution uncertain,"CITES,EU"
8475,Species,Country,MR,distribution uncertain,"CITES,EU"
8478,Species,Country,AL,distribution uncertain,"CITES,EU"
8478,Species,Country,IQ,distribution uncertain,"CITES,EU"
8478,Species,Country,LS,distribution uncertain,"CITES,EU"
8541,Species,Country,AF,distribution uncertain,"CITES,EU"
8541,Species,Country,EH,distribution uncertain,"CITES,EU"
8541,Species,Country,IQ,distribution uncertain,"CITES,EU"
8541,Species,Country,LY,distribution uncertain,"CITES,EU"
8541,Species,Country,ML,distribution uncertain,"CITES,EU"
8541,Species,Country,MR,distribution uncertain,"CITES,EU"
8541,Species,Country,SY,distribution uncertain,"CITES,EU"
8542,Species,Country,AO,distribution uncertain,"CITES,EU"
8542,Species,Country,LS,distribution uncertain,"CITES,EU"
8561,Species,Country,ET,distribution uncertain,CMS
8597,Species,Country,ID,distribution uncertain,"CITES,EU"
8599,Species,Country,JP,distribution uncertain,"CITES,EU"
8719,Species,Country,SC,distribution uncertain,"CITES,EU"
8728,Species,Country,LK,distribution uncertain,"CITES,EU"
8729,Species,Country,KW,distribution uncertain,"CITES,EU"
8746,Species,Country,ZA,distribution uncertain,"CITES,EU"
8750,Species,Country,PH,distribution uncertain,"CITES,EU"
8789,Species,Country,DJ,distribution uncertain,"CITES,EU"
8791,Species,Country,MW,distribution uncertain,"CITES,EU"
8793,Species,Country,GN,distribution uncertain,"CITES,EU"
8800,Species,Territory,HK,distribution uncertain,"CITES,EU"
8853,Species,Country,EC,distribution uncertain,"EU,CMS"
8860,Species,Country,DJ,distribution uncertain,CMS-AEWA
8962,Species,Country,GM,distribution uncertain,"EU,CMS"
8966,Species,Country,BT,distribution uncertain,"CITES,EU"
8968,Species,Country,EH,distribution uncertain,"CITES,EU"
8969,Species,Country,TG,distribution uncertain,"CITES,EU"
8973,Species,Country,BJ,distribution uncertain,EU
8973,Species,Country,GM,distribution uncertain,EU
9007,Species,Country,BO,distribution uncertain,"CITES,EU"
9009,Species,Country,MM,distribution uncertain,"CITES,EU"
9012,Species,Country,CD,distribution uncertain,"CITES,EU"
9012,Species,Country,SZ,distribution uncertain,"CITES,EU"
9015,Species,Country,SO,distribution uncertain,"CITES,EU"
9029,Species,Country,NP,distribution uncertain,"CITES,EU"
9217,Species,Country,BZ,distribution uncertain,"CITES,EU"
9220,Species,Country,NI,distribution uncertain,"CITES,EU"
9322,Species,Territory,HK,distribution uncertain,"CITES,EU"
9322,Species,Country,KI,distribution uncertain,"CITES,EU"
9339,Species,Country,MH,distribution uncertain,"CITES,EU"
9354,Species,Country,MY,distribution uncertain,"CITES,EU"
9531,Species,Country,PY,distribution uncertain,"CITES,EU"
9589,Species,Country,CN,distribution uncertain,"CITES,EU"
9948,Species,Country,NI,distribution uncertain,"CITES,EU"
9972,Species,Country,MX,distribution uncertain,"CITES,EU"
9992,Species,Country,VU,distribution uncertain,"CITES,EU"
9992,Species,Territory,WF,distribution uncertain,"CITES,EU"
10022,Species,Country,PG,distribution uncertain,"CITES,EU"
10032,Species,Country,GW,distribution uncertain,"CITES,EU"
10036,Species,Country,SK,distribution uncertain,"CITES,EU"
10039,Species,Country,CS,distribution uncertain,"CITES,EU"
10039,Species,Country,LS,distribution uncertain,"CITES,EU"
10043,Species,Country,LA,distribution uncertain,"EU,CMS"
10066,Species,Country,UY,distribution uncertain,"CITES,EU"
10068,Species,Country,IN,distribution uncertain,"CITES,EU"
10068,Species,Country,ZA,distribution uncertain,"CITES,EU"
10069,Species,Country,BJ,distribution uncertain,"CITES,EU"
10069,Species,Country,CM,distribution uncertain,"CITES,EU"
10075,Species,Territory,AS,distribution uncertain,"CITES,EU"
10075,Species,Country,BD,distribution uncertain,"CITES,EU"
10075,Species,Country,BN,distribution uncertain,"CITES,EU"
10075,Species,Country,CN,distribution uncertain,"CITES,EU"
10075,Species,Country,EG,distribution uncertain,"CITES,EU"
10075,Species,Country,KE,distribution uncertain,"CITES,EU"
10075,Species,Country,KI,distribution uncertain,"CITES,EU"
10075,Species,Country,LK,distribution uncertain,"CITES,EU"
10075,Species,Country,MG,distribution uncertain,"CITES,EU"
10075,Species,Country,MM,distribution uncertain,"CITES,EU"
10075,Species,Country,MU,distribution uncertain,"CITES,EU"
10075,Species,Country,MZ,distribution uncertain,"CITES,EU"
10075,Species,Country,NR,distribution uncertain,"CITES,EU"
10075,Species,Country,PW,distribution uncertain,"CITES,EU"
10075,Species,Country,TV,distribution uncertain,"CITES,EU"
10075,Species,Country,VU,distribution uncertain,"CITES,EU"
10075,Species,Country,WS,distribution uncertain,"CITES,EU"
10084,Species,Country,BD,distribution uncertain,"CITES,EU"
10084,Species,Country,BN,distribution uncertain,"CITES,EU"
10084,Species,Country,CN,distribution uncertain,"CITES,EU"
10084,Species,Territory,HK,distribution uncertain,"CITES,EU"
10084,Species,Country,IN,distribution uncertain,"CITES,EU"
10084,Species,Country,PG,distribution uncertain,"CITES,EU"
10087,Species,Country,CN,distribution uncertain,"CITES,EU"
10087,Species,Country,ID,distribution uncertain,"CITES,EU"
10087,Species,Country,MY,distribution uncertain,"CITES,EU"
10087,Species,Country,PH,distribution uncertain,"CITES,EU"
10087,Species,Country,ZA,distribution uncertain,"CITES,EU"
10093,Species,Country,AE,distribution uncertain,"CITES,EU"
10093,Species,Country,AU,distribution uncertain,"CITES,EU"
10093,Species,Country,BD,distribution uncertain,"CITES,EU"
10093,Species,Country,BH,distribution uncertain,"CITES,EU"
10093,Species,Country,BN,distribution uncertain,"CITES,EU"
10093,Species,Country,DJ,distribution uncertain,"CITES,EU"
10093,Species,Country,EG,distribution uncertain,"CITES,EU"
10093,Species,Country,ER,distribution uncertain,"CITES,EU"
10093,Species,Territory,HK,distribution uncertain,"CITES,EU"
10093,Species,Country,IL,distribution uncertain,"CITES,EU"
10093,Species,Country,IQ,distribution uncertain,"CITES,EU"
10093,Species,Country,IR,distribution uncertain,"CITES,EU"
10093,Species,Country,KE,distribution uncertain,"CITES,EU"
10093,Species,Country,KH,distribution uncertain,"CITES,EU"
10093,Species,Country,KW,distribution uncertain,"CITES,EU"
10093,Species,Country,LK,distribution uncertain,"CITES,EU"
10093,Species,Country,MM,distribution uncertain,"CITES,EU"
10093,Species,Country,OM,distribution uncertain,"CITES,EU"
10093,Species,Country,QA,distribution uncertain,"CITES,EU"
10093,Species,Country,SA,distribution uncertain,"CITES,EU"
10093,Species,Country,SC,distribution uncertain,"CITES,EU"
10093,Species,Country,SD1,distribution uncertain,"CITES,EU"
10093,Species,Country,SG,distribution uncertain,"CITES,EU"
10093,Species,Country,SO,distribution uncertain,"CITES,EU"
10093,Species,Territory,TW,distribution uncertain,"CITES,EU"
10093,Species,Country,YE,distribution uncertain,"CITES,EU"
10100,Species,Country,CZ,distribution uncertain,CMS
10103,Species,Country,LR,distribution uncertain,"CITES,EU"
10105,Species,Country,IN,distribution uncertain,"CITES,EU"
10105,Species,Country,TH,distribution uncertain,"CITES,EU"
10106,Species,Country,PH,distribution uncertain,"CITES,EU"
10167,Species,Country,CG,distribution uncertain,CITES
10190,Species,Country,BE,distribution uncertain,"CITES,EU"
10190,Species,Country,DK,distribution uncertain,"CITES,EU"
10190,Species,Country,EE,distribution uncertain,"CITES,EU"
10190,Species,Country,ES,distribution uncertain,"CITES,EU"
10190,Species,Country,FI,distribution uncertain,"CITES,EU"
10190,Species,Country,LU,distribution uncertain,"CITES,EU"
10190,Species,Country,SK,distribution uncertain,"CITES,EU"
10190,Species,Country,TR,distribution uncertain,"CITES,EU"
10241,Species,Country,NA,distribution uncertain,"CITES,EU"
10268,Species,Country,JP,distribution uncertain,"CITES,EU"
10274,Species,Country,BJ,distribution uncertain,CITES
10274,Species,Country,GH,distribution uncertain,CITES
10341,Species,Country,BF,distribution uncertain,"CITES,EU"
10341,Species,Country,BJ,distribution uncertain,"CITES,EU"
10341,Species,Country,GW,distribution uncertain,"CITES,EU"
10341,Species,Country,SN,distribution uncertain,"CITES,EU"
10341,Species,Country,TG,distribution uncertain,"CITES,EU"
10555,Species,Country,AR,distribution uncertain,"CITES,EU"
10746,Species,Country,BJ,distribution uncertain,"CITES,EU"
10746,Species,Country,CI,distribution uncertain,"CITES,EU"
10746,Species,Country,GA,distribution uncertain,"CITES,EU"
10746,Species,Country,GQ,distribution uncertain,"CITES,EU"
10777,Species,Country,EC,distribution uncertain,"CITES,EU"
10780,Species,Country,SL,distribution uncertain,CITES
10794,Species,Country,CF,distribution uncertain,"CITES,EU"
10991,Species,Country,LA,distribution uncertain,"CITES,EU"
11001,Species,Country,BI,distribution uncertain,"CITES,EU"
11001,Species,Country,LR,distribution uncertain,"CITES,EU"
11001,Species,Country,MR,distribution uncertain,"CITES,EU"
11002,Species,Country,GW,distribution uncertain,"CITES,EU"
11002,Species,Country,RW,distribution uncertain,"CITES,EU"
11002,Species,Country,TG,distribution uncertain,"CITES,EU"
11003,Species,Country,GA,distribution uncertain,"CITES,EU"
11142,Species,Country,PT,distribution uncertain,"CITES,EU"
11142,Species,Country,TR,distribution uncertain,"CITES,EU"
11146,Species,Country,AU,distribution uncertain,"CITES,EU"
11200,Species,Country,ME,distribution uncertain,"CITES,EU"
11308,Species,Country,CH,distribution uncertain,CMS-AEWA
11308,Species,Country,EC,distribution uncertain,CMS-AEWA
11313,Species,Country,GN,distribution uncertain,"EU,CMS-AEWA"
11317,Species,Country,AU,distribution uncertain,CMS-AEWA
11320,Species,Country,SK,distribution uncertain,"EU,CMS-AEWA"
11325,Species,Country,CO,distribution uncertain,"EU,CMS-AEWA"
11325,Species,Country,GN,distribution uncertain,"EU,CMS-AEWA"
11330,Species,Country,KR,distribution uncertain,CMS
11370,Species,Territory,AS,distribution uncertain,EU
11510,Species,Country,NI,distribution uncertain,"CITES,EU"
11534,Species,Country,GD,distribution uncertain,"CITES,EU"
11534,Species,Territory,GP,distribution uncertain,"CITES,EU"
11638,Species,Country,BF,distribution uncertain,"CITES,EU"
11638,Species,Country,CI,distribution uncertain,"CITES,EU"
11638,Species,Country,LS,distribution uncertain,"CITES,EU"
