SpcRecID,ClaName,OrdName,FamName,GenName,SpcName,LegListing,LegDateListed,CtyRecID,LegNotes
23058,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,zerda,II/w,1989-01-06 00:00:00,14,NULL
23058,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,zerda,III/w,1984-01-01 00:00:00,57,NULL
23058,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,zerda,III,1976-04-22 00:00:00,213,NULL
23058,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,zerda,II,1985-08-01 00:00:00,NULL,NULL
23058,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,zerda,III/r,1977-10-24 00:00:00,57,NULL
5760,MAMMALIA,CARNIVORA,EUPLERIDAE,Cryptoprocta,ferox,II,1977-02-04 00:00:00,NULL,NULL
8327,MAMMALIA,CARNIVORA,EUPLERIDAE,Eupleres,goudotii,II,1977-02-04 00:00:00,NULL,NULL
8668,MAMMALIA,CARNIVORA,EUPLERIDAE,Fossa,fossana,II,1977-02-04 00:00:00,NULL,NULL
219,MAMMALIA,CARNIVORA,FELIDAE,Acinonyx,jubatus,I,1975-07-01 00:00:00,NULL,"Annual export quotas for live specimens and hunting trophies are granted as follows: BW (5), NA (150), ZW (50). The trade in such specimens is subject to the provisions of Article III of the Convention."
219,MAMMALIA,CARNIVORA,FELIDAE,Acinonyx,jubatus,I/r,1991-03-18 00:00:00,146,NULL
3847,MAMMALIA,CARNIVORA,FELIDAE,Caracal,caracal,II,1975-07-01 00:00:00,NULL,NULL
3847,MAMMALIA,CARNIVORA,FELIDAE,Caracal,caracal,II,1977-02-04 00:00:00,NULL,Included with Felidae spp.
3847,MAMMALIA,CARNIVORA,FELIDAE,Caracal,caracal,I/r,1979-06-28 00:00:00,203,NULL
3847,MAMMALIA,CARNIVORA,FELIDAE,Caracal,caracal,II,1979-06-28 00:00:00,NULL,Except Asian popn; now listed under Felidae spp.
3847,MAMMALIA,CARNIVORA,FELIDAE,Caracal,caracal,I,1979-06-28 00:00:00,NULL,Asian popn
4037,MAMMALIA,CARNIVORA,FELIDAE,Catopuma,badia,II,1977-02-04 00:00:00,NULL,NULL
4038,MAMMALIA,CARNIVORA,FELIDAE,Catopuma,temminckii,I,1975-07-01 00:00:00,NULL,NULL
8539,MAMMALIA,CARNIVORA,FELIDAE,Felis,bieti,II,1977-02-04 00:00:00,NULL,NULL
8540,MAMMALIA,CARNIVORA,FELIDAE,Felis,chaus,II,1977-02-04 00:00:00,NULL,NULL
15640,MAMMALIA,CARNIVORA,FELIDAE,Felis,manul,II,1977-02-04 00:00:00,NULL,NULL
8541,MAMMALIA,CARNIVORA,FELIDAE,Felis,margarita,II,1977-02-04 00:00:00,NULL,Included with Felidae spp.
8541,MAMMALIA,CARNIVORA,FELIDAE,Felis,margarita,III,1976-04-22 00:00:00,213,NULL
8542,MAMMALIA,CARNIVORA,FELIDAE,Felis,nigripes,I,1975-07-01 00:00:00,NULL,NULL
8543,MAMMALIA,CARNIVORA,FELIDAE,Felis,silvestris,II,1977-02-04 00:00:00,NULL,NULL
8544,MAMMALIA,CARNIVORA,FELIDAE,Felis,silvestris,III,1976-04-22 00:00:00,213,NULL
8544,MAMMALIA,CARNIVORA,FELIDAE,Felis,silvestris,II,1977-02-04 00:00:00,NULL,Included with Felidae spp.
8545,MAMMALIA,CARNIVORA,FELIDAE,Felis,silvestris,III,1976-04-22 00:00:00,213,NULL
8545,MAMMALIA,CARNIVORA,FELIDAE,Felis,silvestris,II,1977-02-04 00:00:00,NULL,Included with Felidae spp.
101175,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,braccatus,II,1977-02-04 00:00:00,NULL,NULL
15309,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,colocolo,II,1977-02-04 00:00:00,NULL,NULL
15310,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,geoffroyi,I,1992-06-11 00:00:00,NULL,II > I
15310,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,geoffroyi,II,1977-02-04 00:00:00,NULL,Included with Felidae spp.
15311,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,guigna,II,1977-02-04 00:00:00,NULL,NULL
15452,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,jacobitus,I,1975-07-01 00:00:00,NULL,NULL
101179,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,pajeros,II,1975-07-01 00:00:00,NULL,"Subspecies budini, crespoi and pajeros only"
101179,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,pajeros,II,1977-02-04 00:00:00,NULL,NULL
15313,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,pajeros,II,1977-02-04 00:00:00,NULL,Included with Felidae spp.
15314,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,pajeros,II,1977-02-04 00:00:00,NULL,Included with Felidae spp.
15314,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,pajeros,II,1975-07-01 00:00:00,NULL,NULL
15312,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,pajeros,II,1975-07-01 00:00:00,NULL,NULL
15312,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,pajeros,II,1977-02-04 00:00:00,NULL,Included with Felidae spp.
15313,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,pajeros,II,1975-07-01 00:00:00,NULL,NULL
11509,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,pardalis,II,1977-02-04 00:00:00,NULL,Included with Felidae spp.
11509,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,pardalis,II,1975-07-01 00:00:00,NULL,NULL
11509,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,pardalis,I,1990-01-18 00:00:00,NULL,NULL
11513,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,pardalis,I,1975-07-01 00:00:00,NULL,Syn. Felis pardalis mitis
11513,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,pardalis,I,1990-01-18 00:00:00,NULL,Included with L. pardalis
11512,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,pardalis,I,1975-07-01 00:00:00,NULL,Syn. Felis pardalis mearnsi
11512,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,pardalis,I,1990-01-18 00:00:00,NULL,Included with L. pardalis
11510,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,tigrinus,I,1990-01-18 00:00:00,NULL,NULL
11514,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,tigrinus,I,1975-07-01 00:00:00,NULL,Syn. Felis tigrina oncilla
11510,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,tigrinus,II,1977-02-04 00:00:00,NULL,Included with Felidae spp.
11510,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,tigrinus,II,1975-07-01 00:00:00,NULL,NULL
11514,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,tigrinus,I,1990-01-18 00:00:00,NULL,Included with L. tigrinus
11515,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,wiedii,I,1975-07-01 00:00:00,NULL,Syn. Felis wiedii nicaraguae
11515,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,wiedii,I,1990-01-18 00:00:00,NULL,Included with L. wiedii
11516,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,wiedii,I,1990-01-18 00:00:00,NULL,Included with L. wiedii
11516,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,wiedii,I,1975-07-01 00:00:00,NULL,Syn. Felis wiedii salvinia
11511,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,wiedii,II,1977-02-04 00:00:00,NULL,Included with Felidae spp.
11511,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,wiedii,II,1975-07-01 00:00:00,NULL,NULL
11511,MAMMALIA,CARNIVORA,FELIDAE,Leopardus,wiedii,I,1990-01-18 00:00:00,NULL,NULL
11638,MAMMALIA,CARNIVORA,FELIDAE,Leptailurus,serval,II,1975-07-01 00:00:00,NULL,NULL
11638,MAMMALIA,CARNIVORA,FELIDAE,Leptailurus,serval,II,1977-02-04 00:00:00,NULL,Included with Felidae spp.
12518,MAMMALIA,CARNIVORA,FELIDAE,Lynx,canadensis,II,1977-02-04 00:00:00,NULL,NULL
12519,MAMMALIA,CARNIVORA,FELIDAE,Lynx,lynx,II,1977-02-04 00:00:00,NULL,Included with Felidae spp.
12519,MAMMALIA,CARNIVORA,FELIDAE,Lynx,lynx,II/r,1977-02-04 00:00:00,241,NULL
12522,MAMMALIA,CARNIVORA,FELIDAE,Lynx,lynx,II,1977-02-04 00:00:00,NULL,Included with Felidae spp.
12522,MAMMALIA,CARNIVORA,FELIDAE,Lynx,lynx,II,1975-07-01 00:00:00,NULL,NULL
12519,MAMMALIA,CARNIVORA,FELIDAE,Lynx,lynx,II/w,1995-04-26 00:00:00,241,NULL
12520,MAMMALIA,CARNIVORA,FELIDAE,Lynx,pardinus,I,1990-01-18 00:00:00,NULL,NULL
12520,MAMMALIA,CARNIVORA,FELIDAE,Lynx,pardinus,II,1977-02-04 00:00:00,NULL,Included with Felidae spp.
12520,MAMMALIA,CARNIVORA,FELIDAE,Lynx,pardinus,III,1976-04-22 00:00:00,213,NULL
12521,MAMMALIA,CARNIVORA,FELIDAE,Lynx,rufus,II,1977-02-04 00:00:00,NULL,NULL
12523,MAMMALIA,CARNIVORA,FELIDAE,Lynx,rufus,I,1975-07-01 00:00:00,NULL,Formerly listed as Felis (Lynx) rufa escuinapae
12523,MAMMALIA,CARNIVORA,FELIDAE,Lynx,rufus,II,1992-06-11 00:00:00,NULL,Included with Felidae spp.
14519,MAMMALIA,CARNIVORA,FELIDAE,Neofelis,nebulosa,I,1975-07-01 00:00:00,NULL,NULL
15951,MAMMALIA,CARNIVORA,FELIDAE,Panthera,leo,II,1977-02-04 00:00:00,NULL,Included with Felidae spp.
15952,MAMMALIA,CARNIVORA,FELIDAE,Panthera,leo,I,1977-02-04 00:00:00,NULL,NULL
15952,MAMMALIA,CARNIVORA,FELIDAE,Panthera,leo,II,1975-07-01 00:00:00,NULL,NULL
15951,MAMMALIA,CARNIVORA,FELIDAE,Panthera,leo,II,1975-07-01 00:00:00,NULL,P. l. persica only
15951,MAMMALIA,CARNIVORA,FELIDAE,Panthera,leo,I,1977-02-04 00:00:00,NULL,P. l. persica only
15951,MAMMALIA,CARNIVORA,FELIDAE,Panthera,leo,III,1976-02-26 00:00:00,82,NULL
15953,MAMMALIA,CARNIVORA,FELIDAE,Panthera,onca,I,1975-07-01 00:00:00,NULL,NULL
15954,MAMMALIA,CARNIVORA,FELIDAE,Panthera,pardus,I,1975-07-01 00:00:00,NULL,NULL
15955,MAMMALIA,CARNIVORA,FELIDAE,Panthera,tigris,I,1975-07-01 00:00:00,NULL,All subspecies except ssp. altaica
15955,MAMMALIA,CARNIVORA,FELIDAE,Panthera,tigris,I,1987-10-22 00:00:00,NULL,All subspecies
15956,MAMMALIA,CARNIVORA,FELIDAE,Panthera,tigris,II,1975-07-01 00:00:00,NULL,NULL
15956,MAMMALIA,CARNIVORA,FELIDAE,Panthera,tigris,I,1987-10-22 00:00:00,NULL,Included with P. tigris
16218,MAMMALIA,CARNIVORA,FELIDAE,Pardofelis,marmorata,I,1975-07-01 00:00:00,NULL,NULL
18147,MAMMALIA,CARNIVORA,FELIDAE,Prionailurus,bengalensis,I,1995-02-16 00:00:00,NULL,"Popns of BD, IN and TH"
18147,MAMMALIA,CARNIVORA,FELIDAE,Prionailurus,bengalensis,II/r,1985-08-01 00:00:00,14,NULL
18147,MAMMALIA,CARNIVORA,FELIDAE,Prionailurus,bengalensis,I,1975-07-01 00:00:00,NULL,NULL
18146,MAMMALIA,CARNIVORA,FELIDAE,Prionailurus,bengalensis,I,1995-02-16 00:00:00,NULL,"P. b. bengalensis: popns of BD, IN, TH only"
18147,MAMMALIA,CARNIVORA,FELIDAE,Prionailurus,bengalensis,II/w,1989-01-06 00:00:00,14,NULL
18147,MAMMALIA,CARNIVORA,FELIDAE,Prionailurus,bengalensis,II,1985-08-01 00:00:00,NULL,Popn of CN; included with Felidae spp.
18146,MAMMALIA,CARNIVORA,FELIDAE,Prionailurus,bengalensis,I,1975-07-01 00:00:00,NULL,P. b. bengalensis only
18146,MAMMALIA,CARNIVORA,FELIDAE,Prionailurus,bengalensis,II,1977-02-04 00:00:00,NULL,Except App. I popns
18146,MAMMALIA,CARNIVORA,FELIDAE,Prionailurus,bengalensis,I,1985-08-01 00:00:00,NULL,P. b. bengalensis (except CN population)
18147,MAMMALIA,CARNIVORA,FELIDAE,Prionailurus,bengalensis,II,1995-02-16 00:00:00,NULL,"Except popns of BD, IN and TH"
18147,MAMMALIA,CARNIVORA,FELIDAE,Prionailurus,bengalensis,I,1985-08-01 00:00:00,NULL,Except popn of CN
18151,MAMMALIA,CARNIVORA,FELIDAE,Prionailurus,iriomotensis,II,1977-02-04 00:00:00,NULL,NULL
18148,MAMMALIA,CARNIVORA,FELIDAE,Prionailurus,planiceps,I,1975-07-01 00:00:00,NULL,NULL
18149,MAMMALIA,CARNIVORA,FELIDAE,Prionailurus,rubiginosus,I/r,1979-06-28 00:00:00,203,NULL
18149,MAMMALIA,CARNIVORA,FELIDAE,Prionailurus,rubiginosus,II,1979-06-28 00:00:00,NULL,NULL
18149,MAMMALIA,CARNIVORA,FELIDAE,Prionailurus,rubiginosus,I,1979-06-28 00:00:00,NULL,Popn of IN
18149,MAMMALIA,CARNIVORA,FELIDAE,Prionailurus,rubiginosus,II,1977-02-04 00:00:00,NULL,Included with Felidae spp.
18150,MAMMALIA,CARNIVORA,FELIDAE,Prionailurus,viverrinus,II,1977-02-04 00:00:00,NULL,NULL
18306,MAMMALIA,CARNIVORA,FELIDAE,Profelis,aurata,II,1977-02-04 00:00:00,NULL,Included with Felidae spp.
18306,MAMMALIA,CARNIVORA,FELIDAE,Profelis,aurata,III,1976-02-26 00:00:00,82,NULL
18874,MAMMALIA,CARNIVORA,FELIDAE,Puma,concolor,II/w,1977-04-15 00:00:00,38,NULL
18874,MAMMALIA,CARNIVORA,FELIDAE,Puma,concolor,II,1975-07-01 00:00:00,NULL,Syn. Felis concolor missoulensis
18873,MAMMALIA,CARNIVORA,FELIDAE,Puma,concolor,II,1977-02-04 00:00:00,NULL,Included with Felidae spp.
18874,MAMMALIA,CARNIVORA,FELIDAE,Puma,concolor,II,1977-02-04 00:00:00,NULL,Included with Felidae spp.
18874,MAMMALIA,CARNIVORA,FELIDAE,Puma,concolor,II/r,1975-07-09 00:00:00,38,NULL
18872,MAMMALIA,CARNIVORA,FELIDAE,Puma,concolor,II,1975-07-01 00:00:00,NULL,NULL
18872,MAMMALIA,CARNIVORA,FELIDAE,Puma,concolor,II,1977-02-04 00:00:00,NULL,Included with Felidae spp.
18873,MAMMALIA,CARNIVORA,FELIDAE,Puma,concolor,II,1975-07-01 00:00:00,NULL,Syn. Felis concolor mayensis
18871,MAMMALIA,CARNIVORA,FELIDAE,Puma,concolor,I,1975-07-01 00:00:00,NULL,NULL
18871,MAMMALIA,CARNIVORA,FELIDAE,Puma,concolor,I/r,1975-07-09 00:00:00,38,NULL
18871,MAMMALIA,CARNIVORA,FELIDAE,Puma,concolor,I/w,1977-04-15 00:00:00,38,NULL
18868,MAMMALIA,CARNIVORA,FELIDAE,Puma,concolor,I,1975-07-01 00:00:00,NULL,"P. c. coryi, P. c. costaricensis & P. c. couguar only"
18869,MAMMALIA,CARNIVORA,FELIDAE,Puma,concolor,I,1975-07-01 00:00:00,NULL,NULL
18870,MAMMALIA,CARNIVORA,FELIDAE,Puma,concolor,I,1975-07-01 00:00:00,NULL,NULL
18868,MAMMALIA,CARNIVORA,FELIDAE,Puma,concolor,II,1977-02-04 00:00:00,NULL,NULL
78891,MAMMALIA,CARNIVORA,FELIDAE,Puma,concolor,II,1977-02-04 00:00:00,NULL,NULL
78891,MAMMALIA,CARNIVORA,FELIDAE,Puma,concolor,II,1975-07-01 00:00:00,NULL,NULL
9950,MAMMALIA,CARNIVORA,FELIDAE,Puma,yagouaroundi,I,1975-07-01 00:00:00,NULL,Syn. Felis yaguarondi fossata
9950,MAMMALIA,CARNIVORA,FELIDAE,Puma,yagouaroundi,I,1987-10-22 00:00:00,NULL,Replaced by C. and N. American popns of H. yaguarondi
9951,MAMMALIA,CARNIVORA,FELIDAE,Puma,yagouaroundi,I,1975-07-01 00:00:00,NULL,Syn. Felis yaguarondi panamensis
9948,MAMMALIA,CARNIVORA,FELIDAE,Puma,yagouaroundi,II,1977-02-04 00:00:00,NULL,Included with Felidae spp.
9949,MAMMALIA,CARNIVORA,FELIDAE,Puma,yagouaroundi,I,1975-07-01 00:00:00,NULL,Syn. Felis yaguarondi cacomitli
9949,MAMMALIA,CARNIVORA,FELIDAE,Puma,yagouaroundi,I,1987-10-22 00:00:00,NULL,Replaced by C. and N. American popns of H. yaguarondi
9948,MAMMALIA,CARNIVORA,FELIDAE,Puma,yagouaroundi,II,1987-10-22 00:00:00,NULL,All popns except those listed on I
9948,MAMMALIA,CARNIVORA,FELIDAE,Puma,yagouaroundi,I,1987-10-22 00:00:00,NULL,Popns of North and Central America
9948,MAMMALIA,CARNIVORA,FELIDAE,Puma,yagouaroundi,II,1975-07-01 00:00:00,NULL,NULL
9951,MAMMALIA,CARNIVORA,FELIDAE,Puma,yagouaroundi,I,1987-10-22 00:00:00,NULL,Replaced by C. and N. American popns of H. yaguarondi
32149,MAMMALIA,CARNIVORA,FELIDAE,Puma,yagouaroundi,I,1975-07-01 00:00:00,NULL,Syn. Felis yaguarondi tolteca
32149,MAMMALIA,CARNIVORA,FELIDAE,Puma,yagouaroundi,I,1987-10-22 00:00:00,NULL,Replaced by C. & N. American popns of H. yaguarondi
22732,MAMMALIA,CARNIVORA,FELIDAE,Uncia,uncia,I,1975-07-01 00:00:00,NULL,NULL
