Kingdom,ComName,LanDesc,SpcRecID
Animalia,Red-handed Howling Monkey,English,909
Animalia,Hurleur à mains rousses,French,909
Animalia,Red-handed Howler,English,909
Animalia,Alouate à mains rouges,French,909
Animalia,Alouate noir,French,910
Animalia,Black Howler,English,910
Animalia,Black Howling Monkey,English,910
Animalia,Hurleur noir,French,910
Animalia,Coiba Island Howling Monkey,English,911
Animalia,Singe hurleur de l'île Coïba ,French,911
Animalia,Brown Howler,English,912
Animalia,Brown Howling Monkey,English,912
Animalia,Hurleur brun,French,912
Animalia,Alouate brun,French,912
Animalia,Mantled Howling Monkey,English,913
Animalia,Aullado,Spanish,913
Animalia,Mono saraguato,Spanish,913
Animalia,Zaraguate,Spanish,913
Animalia,Guariba peludo,Spanish,913
Animalia,Mono negro,Spanish,913
Animalia,Mono congo,Spanish,913
Animalia,Mono aullador de Guatemala,Spanish,913
Animalia,Mantled Howler,English,913
Animalia,Hurleur du Guatemala,French,913
Animalia,Alouate de Panama,French,913
Animalia,Guatemalan Howler,English,914
Animalia,Guatemalan Howling Monkey,English,914
Animalia,Araguato de Guatemala,Spanish,914
Animalia,Hurleur du Guatemala,French,914
Animalia,Bolivian Red Howling Monkey,English,915
Animalia,Red Howling Monkey,English,916
Animalia,Hurleur roux,French,916
Animalia,Red Howler,English,916
Animalia,Alouate rouge,French,916
Animalia,Oriental Small-clawed Otter,English,1077
Animalia,Nutria inerme asiatica,Spanish,1077
Animalia,Nutria cenicienta,Spanish,1077
Animalia,Loutre cendrée,French,1077
Animalia,Small-clawed Otter,English,1077
Animalia,Arruí,Spanish,1151
Animalia,Mouflon à manchettes,French,1151
Animalia,Uaddan,English,1151
Animalia,Barbary Sheep,English,1151
Animalia,Aoudad,English,1151
Animalia,Aoudad,French,1151
Animalia,Mouflon à manchettes,French,1151
Animalia,Muflón del Atlas,Spanish,1151
Animalia,Madras Treeshrew,English,1255
Animalia,Musaraña arborícola de la India,Spanish,1255
Animalia,Toupaïe d'Elliot,French,1255
Animalia,Indian Treeshrew,English,1255
Animalia,Beecroft's Scaly-tailed Squirrel,English,1549
Animalia,Beecroft's Flying Squirrel,English,1549
Animalia,Écureuil volant de Beecroft,French,1549
Animalia,Anamolure de Beecroft,French,1549
Animalia,Lord Derby's Flying Squirrel,English,1550
Animalia,Écureuil volant de Derby,French,1550
Animalia,Anamolure de Derby,French,1550
Animalia,Lord Derby's Scaly-tailed Squirrel,English,1550
Animalia,Pel's Scaly-tailed Squirrel,English,1551
Animalia,Pel's Flying Squirrel,English,1551
Animalia,Écureuil volant de Pel,French,1551
Animalia,Anamolure de Pel,French,1551
Animalia,Antilocapre de Californie,French,1677
Animalia,Mexican Pronghorn,English,1677
Animalia,Berrendo,Spanish,1677
Animalia,Pronghorn,English,1677
Animalia,Antilope américaine,French,1677
Animalia,Antilocapre,French,1677
Animalia,Pronghorn,French,1677
Animalia,Antilocapre du Nouveau Mexique,French,1678
Animalia,Baja California Pronghorn,English,1679
Animalia,Antilocapre de la Basse-Californie,French,1679
Animalia,Peninsular Pronghorn,English,1679
Animalia,Sonoran Pronghorn,English,1680
Animalia,Antilocapre de Sonora,French,1680
Animalia,Sasin,English,1681
Animalia,Blackbuck,English,1681
Animalia,Cervicapra,Spanish,1681
Animalia,Antilope cervicapre,French,1681
Animalia,Antílope negro indio,Spanish,1681
Animalia,Cervicapre,French,1681
Animalia,Cape Clawless Otter,English,1793
Animalia,African Clawless Otter,English,1793
Animalia,Nutria de cuello blanco,Spanish,1793
Animalia,Nutria africana,Spanish,1793
Animalia,Loutre à joues blanches,French,1793
Animalia,Cameroon Clawless Otter,English,1794
Animalia,Small-toothed Clawless Otter,English,1794
Animalia,Nutria inerme de Camerún,Spanish,1794
Animalia,Loutre à joues blanches du Cameroun,French,1794
Animalia,Paraonyx tacheté,French,1794
Animalia,Swamp Otter,English,1794
Animalia,Azara's Night Monkey,English,1797
Animalia,Singe de nuit d'Azara,French,1797
Animalia,Hershkovitz's Night Monkey,English,1799
Animalia,Singe de nuit d'Hershkovitz ,French,1799
Animalia,Lemurine Night Monkey,English,1801
Animalia,Andean Night Monkey,English,1802
Animalia,Singe de nuit de Thomas,French,1802
Animalia,Singe de nuit de Nancy Ma ,French,1803
Animalia,Ma's Night Monkey,English,1803
Animalia,Black-headed Night Monkey,English,1804
Animalia,Peruvian Night Monkey,English,1804
Animalia,Singe de nuit à tête noire,French,1804
Animalia,Owl Monkey,English,1805
Animalia,Night Monkey,English,1805
Animalia,Douroucouli,English,1805
Animalia,Douroucouli,French,1805
Animalia,Singe de nuit,French,1805
Animalia,Singe de nuit de Spix ,French,1806
Animalia,Bearcat,English,2051
Animalia,Binturong,English,2051
Animalia,Binturong,Spanish,2051
Animalia,Binturong,French,2051
Animalia,Golden Potto,English,2053
Animalia,Angwantibo,English,2054
Animalia,Poto dorado,Spanish,2054
Animalia,Angwantibo,French,2054
Animalia,Arctocèbe,French,2054
Animalia,Potto de Calabar,French,2054
Animalia,Southern Fur Seal,English,2055
Animalia,South American Fur Seal,English,2055
Animalia,Oso marino austral,Spanish,2055
Animalia,Otarie à fourrure australe,French,2055
Animalia,Lobo fino sudamericano,Spanish,2055
Animalia,Otarie à fourrure de Nouvelle-Zélande,French,2056
Animalia,New Zealand Fur Seal,English,2056
Animalia,Oso marino de Nueva Zelanda,Spanish,2056
Animalia,Galapagos Islands Fur Seal,English,2057
Animalia,Oso marino de las Galápagos,Spanish,2057
Animalia,Galapagos Fur Seal,English,2057
Animalia,Arctocéphale des Galapagos,French,2057
Animalia,Kerguelen Fur Seal,English,2058
Animalia,Antarctic Fur Seal,English,2058
Animalia,Arctocéphale de Kerguelen,French,2058
Animalia,Juan Fernández Fur Seal,English,2059
Animalia,Oso marino de Chile,Spanish,2059
Animalia,Arctocéphale de Juan Fernandez,French,2059
Animalia,Cape Fur Seal,English,2060
Animalia,Afro-Australian Fur Seal,English,2060
Animalia,South African Fur Seal,English,2060
Animalia,Arctocéphale d'Afrique du Sud,French,2060
Animalia,Lower Californian Fur Seal,English,2061
Animalia,Guadalupe Fur Seal,English,2061
Animalia,Oso marino de Guadalupe,Spanish,2061
Animalia,Arctocéphale de Guadalupe,French,2061
Animalia,Otarie à fourrure d'Amérique,French,2061
Animalia,Otaria americano,Spanish,2061
Animalia,Amsterdam Island Fur Seal,English,2062
Animalia,Subantarctic Fur Seal,English,2062
Animalia,Arctocéphale d'Australie,French,2062
Animalia,Southern African Hedgehog,English,2274
Animalia,Erizo Sudafricano,Spanish,2274
Animalia,White-bellied Spider Monkey,English,2276
Animalia,Long-haired Spider Monkey,English,2276
Animalia,Atèle belzébuth,French,2276
Animalia,Black-faced Black Spider Monkey,English,2277
Animalia,Atèle noir,French,2277
Animalia,Atèle à tête noire,French,2277
Animalia,Singe-araignée noir,French,2277
Animalia,Brown-headed Spider Monkey,English,2278
Animalia,Atèle à tête brune,French,2278
Animalia,Black-handed Spider Monkey,English,2279
Animalia,Geoffroy's Spider Monkey,English,2279
Animalia,Atèle de Geoffroy,French,2279
Animalia,Ateles de Geoffroy,Spanish,2279
Animalia,Red-bellied Spider Monkey,English,2280
Animalia,Black-browed Spider Monkey,English,2280
Animalia,Mono araña maninegro,Spanish,2280
Animalia,Atèle du Costa Rica,French,2280
Animalia,Singe-araignée aux mains noires,French,2280
Animalia,Singe araignée du Panama,French,2280
Animalia,Panama Spider Monkey,English,2281
Animalia,Red Spider Monkey,English,2281
Animalia,Mono araña de Panamá,Spanish,2281
Animalia,Atèle de Geoffroy du Panama,French,2281
Animalia,Atèle du Panama,French,2281
Animalia,Ateles de Panamá,Spanish,2281
Animalia,White-whiskered Spider Monkey,English,2282
Animalia,Atèle à face encadrée,French,2282
Animalia,Red-faced Black Spider Monkey,English,2283
Animalia,Atèle noir,French,2283
Animalia,Hybrid Spider Monkey,English,2284
Animalia,Spectacled Porpoise,English,2416
Animalia,Marsopa de anteojo,Spanish,2416
Animalia,Marsouin de Lahille,French,2416
Animalia,Marsouin à lunettes,French,2416
Animalia,Woolly Indris,English,2434
Animalia,Woolly Lemur,English,2434
Animalia,Avahi,English,2434
Animalia,Indri lanudo,Spanish,2434
Animalia,Avahi,French,2434
Animalia,Avahi laineux,French,2434
Animalia,Maki à bourre,French,2434
Animalia,Eastern Avahi,English,2434
Animalia,Eastern Woolly Lemur,English,2434
Animalia,Western Woolly Lemur,English,2435
Animalia,Western Avahi,English,2435
Animalia,Cerf-cochon de Thaïlande,French,2445
Animalia,Ganges Hog Deer,English,2445
Animalia,Thai Hog Deer,English,2445
Animalia,Indochinese Hog Deer,English,2445
Animalia,Ciervo porquerizo de Indochina,Spanish,2445
Animalia,Cerf-cochon d'Indochine,French,2445
Animalia,Cerdo tailandés,Spanish,2445
Animalia,Calamian Deer,English,2446
Animalia,Calamian Hog Deer,English,2446
Animalia,Ciervo porquerizo de los Calamianes,Spanish,2446
Animalia,Ciervo de los Calamianes,Spanish,2446
Animalia,Cerf-cochon calamien,French,2446
Animalia,Bawean Deer,English,2447
Animalia,Kuhl's Hog Deer,English,2447
Animalia,Ciervo porquerizo de Kuhl,Spanish,2447
Animalia,Ciervo de Kuhl,Spanish,2447
Animalia,Cerf-cochon de Bawean,French,2447
Animalia,Ciervo de Marjal,Spanish,2447
Animalia,Cerf-cochon de Kuhl,French,2447
Animalia,Cerdo de Kuhl,Spanish,2447
Animalia,Babiroussa,English,2461
Animalia,Babirusa,English,2461
Animalia,Deer Hog,English,2461
Animalia,Babirusa,Spanish,2461
Animalia,Babiroussa,French,2461
Animalia,Greenland Right Whale,English,2467
Animalia,Bowhead Whale,English,2467
Animalia,Ballena boreal,Spanish,2467
Animalia,Baleine du Groenland,French,2467
Animalia,Baleine de grande baie,French,2467
Animalia,Baleine boréale ,French,2467
Animalia,Little Piked Whale,English,2474
Animalia,Minke Whale,English,2474
Animalia,Lesser Rorqual,English,2474
Animalia,Rorcual menor,Spanish,2474
Animalia,Ballena minke,Spanish,2474
Animalia,Baleinoptère à museau pointu,French,2474
Animalia,Petit rorqual,French,2474
Animalia,Northern Minke Whale,English,2474
Animalia,Coalfish Whale,English,2475
Animalia,Sei Whale,English,2475
Animalia,Rudophi's Rorqual,English,2475
Animalia,Pollack Whale,English,2475
Animalia,Rorcual de Rudolphi,Spanish,2475
Animalia,Rorcual boreal,Spanish,2475
Animalia,Ballena boba,Spanish,2475
Animalia,Ballena sei,Spanish,2475
Animalia,Rorcual norteno,Spanish,2475
Animalia,Baleinoptère de Rudolphi,French,2475
Animalia,Rorqual de Rudolphi,French,2475
Animalia,Rorqual boréal,French,2475
Animalia,Rorqual sei,French,2475
Animalia,Tropical Whale,English,2476
Animalia,Bryde's Whale,English,2476
Animalia,Ballena de Bryde,Spanish,2476
Animalia,Baleinoptère de Bryde,French,2476
Animalia,Rorqual de Bryde,French,2476
Animalia,Rorqual tropical,French,2476
Animalia,Rorqual d'Eden,French,2476
Animalia,Sibbald's Rorqual,English,2477
Animalia,Blue Whale,English,2477
Animalia,Sulphur-bottom Whale,English,2477
Animalia,Ballena azul,Spanish,2477
Animalia,Rorcual azul,Spanish,2477
Animalia,Baleinoptère bleue,French,2477
Animalia,Rorqual bleu,French,2477
Animalia,Baleine bleue,French,2477
Animalia,Rorqual de Sibbold,French,2477
Animalia,Baleine d'Ostende,French,2477
Animalia,Rorqual à ventre cannelé,French,2477
Animalia,Fin-backed Whale,English,2478
Animalia,Fin Whale,English,2478
Animalia,Finback,English,2478
Animalia,Common Rorqual,English,2478
Animalia,Finner,English,2478
Animalia,Herring Whale,English,2478
Animalia,Razorback,English,2478
Animalia,Ballena aleta,Spanish,2478
Animalia,Ballena boba,Spanish,2478
Animalia,Rorcual común,Spanish,2478
Animalia,Baleinoptère commun,French,2478
Animalia,Rorqual commun,French,2478
Animalia,Baleine à nageoires,French,2478
Animalia,Baleine fin,French,2478
Animalia,Southern Minke Whale,English,2480
Animalia,Antarctic Minke Whale,English,2480
Animalia,Petit rorqual de l'Antarctique,French,2480
Animalia,Rorcual enano del antarctica,Spanish,2480
Animalia,Olingo,English,2609
Animalia,Bushy-tailed Olingo,English,2609
Animalia,Chosna pericote,Spanish,2609
Animalia,Olingo,Spanish,2609
Animalia,Cuataquil,Spanish,2609
Animalia,Lingo,Spanish,2609
Animalia,Cuchumbi,Spanish,2609
Animalia,Olingo,French,2609
Animalia,Cataquil,French,2609
Animalia,Central American Cacomistle,English,2613
Animalia,Mico rayado,Spanish,2613
Animalia,Cacomistle,Spanish,2613
Animalia,Mico de noche,Spanish,2613
Animalia,Babisuri,Spanish,2613
Animalia,Basáride,Spanish,2613
Animalia,Bassarai rusé,French,2613
Animalia,Cacomistle,English,2613
Animalia,Bassaris d'Amérique centrale,French,2613
Animalia,Southern Four-toothed Whale,English,2762
Animalia,Arnoux's Beaked Whale,English,2762
Animalia,Ballena de pico de Arnoux,Spanish,2762
Animalia,Bérardien d'Arnoux,French,2762
Animalia,Giant Bottle-nosed Whale,English,2763
Animalia,Baird's Beaked Whale,English,2763
Animalia,Northern Four-toothed Whale,English,2763
Animalia,Ballena de pico de Baird,Spanish,2763
Animalia,Bérardien de Baird,French,2763
Animalia,Tasmanian Rat Kangaroo,English,2783
Animalia,Tasmanian Bettong,English,2783
Animalia,Eastern Bettong,English,2783
Animalia,Canguro-rata de Tasmania,Spanish,2783
Animalia,Kangourou-rat de Tasmanie,French,2783
Animalia,Lesueur's Rat Kangaroo,English,2784
Animalia,Burrowing Bettong,English,2784
Animalia,Boodie,English,2784
Animalia,Canguro-rata de Lesueur,Spanish,2784
Animalia,Kangourou-rat de Lesueur,French,2784
Animalia,Bettongie de Lesueur,French,2784
Animalia,Brush-tailed Rat Kangaroo,English,2785
Animalia,Brush-tailed Bettong,English,2785
Animalia,Woylie,English,2785
Animalia,Canguro-rata colipeludo,Spanish,2785
Animalia,Kangourou-rat à queue touffue,French,2785
Animalia,Bettongie à queue touffue,French,2785
Animalia,Northern Bettong,English,2787
Animalia,Wood Bison,English,2813
Animalia,Bisonte americano de bosque,Spanish,2813
Animalia,Bison des forêts,French,2813
Animalia,Bisonte selvático de Athabascal,Spanish,2813
Animalia,American Bison,English,2815
Animalia,Buffalo,English,2815
Animalia,Marsh Deer,English,2828
Animalia,Ciervo de los pantanos,Spanish,2828
Animalia,Ciervo marismeño,Spanish,2828
Animalia,Cerf des marais,French,2828
Animalia,Indian Wild Ox,English,2887
Animalia,Gaur,English,2887
Animalia,Saladang,English,2887
Animalia,Indian Bison,English,2887
Animalia,Gaur,Spanish,2887
Animalia,Gaur,French,2887
Animalia,Gauru,Spanish,2887
Animalia,Wild Yak,English,2889
Animalia,Yak salvaje,Spanish,2889
Animalia,Yack sauvage,French,2889
Animalia,Yak,Spanish,2889
Animalia,Kouprey,English,2890
Animalia,Toro cuprey,Spanish,2890
Animalia,Kouprey,Spanish,2890
Animalia,Kouprey,French,2890
Animalia,Muriqui,English,2993
Animalia,Woolly Spider Monkey,English,2993
Animalia,Mono grande,Spanish,2993
Animalia,Muriki,Spanish,2993
Animalia,Atèle arachnoïde,French,2993
Animalia,Singe-araignée laineux,French,2993
Animalia,Eroïde,French,2993
Animalia,Mono araña,Spanish,2993
Animalia,Southern Muriqui,English,2993
Animalia,Northern Muriqui,English,2994
Animalia,Brown-throated Three-toed Sloth,English,3038
Animalia,Bolivian Three-toed Sloth,English,3038
Animalia,Brown-throated Sloth,English,3038
Animalia,Perico ligero,Spanish,3038
Animalia,Perezoso tridáctilo,Spanish,3038
Animalia,Perezoso grisaceo,Spanish,3038
Animalia,Bradype,French,3038
Animalia,Paresseux tridactyle,French,3038
Animalia,Paresseux tridactyle de Bolivie,French,3038
Animalia,Aï de Bolivie,French,3038
Animalia,Perezoso o tridáctilo de Bolivia,Spanish,3038
Animalia,Wild Water Buffalo,English,3125
Animalia,Wild Asiatic Buffalo,English,3125
Animalia,Búfalo arni,Spanish,3125
Animalia,Buffle de l'Inde,French,3125
Animalia,Buffle d'eau,French,3125
Animalia,Caraboa,Spanish,3125
Animalia,Búfalo acuático,Spanish,3125
Animalia,Buffle d'Asie ,French,3125
Animalia,Arni,French,3125
Animalia,Anoa,English,3126
Animalia,Lowland Anoa,English,3126
Animalia,Anoa de llanura,Spanish,3126
Animalia,Anoa des plaines,French,3126
Animalia,Anca de llanura,Spanish,3126
Animalia,Tamarou,English,3127
Animalia,Tamaraw,English,3127
Animalia,Búfalo de Mindoro,Spanish,3127
Animalia,Tamarau,Spanish,3127
Animalia,Tamarau,French,3127
Animalia,Tamarao,Spanish,3127
Animalia,Mountain Anoa,English,3128
Animalia,Anoa de montaña,Spanish,3128
Animalia,Anoa des montagnes,French,3128
Animalia,Anoa de Quarle,French,3128
Animalia,Takin,English,3160
Animalia,Takin,French,3160
Animalia,Takin,Spanish,3160
Animalia,Broom's Pygmy-possum,English,3339
Animalia,Mountain Pygmy-possum,English,3339
Animalia,Burramys,English,3339
Animalia,Lirón marsupial,Spanish,3339
Animalia,Souris-opossum des montagnes,French,3339
Animalia,Souris-opossum de Burramys,French,3339
Animalia,Northern Naked-tailed Armadillo,English,3412
Animalia,Armado de zapilots,Spanish,3412
Animalia,Tatou,French,3412
Animalia,Tatú de América central,Spanish,3412
Animalia,Tatou d'Amérique centrale,French,3412
Animalia,Tatou gumnure,French,3414
Animalia,Greater Naked-tailed Armadillo,English,3414
Animalia,Cabasu de orejas largas,Spanish,3414
Animalia,Tatú de rabo molle,Spanish,3414
Animalia,Tatú de rabo mol,Spanish,3414
Animalia,Tatou à queue nue,French,3414
Animalia,Tatú cabasú,Spanish,3414
Animalia,Red-and-white Uacari,English,3416
Animalia,Bald-headed Uacari,English,3416
Animalia,Huapo colorado,Spanish,3416
Animalia,Uacari blanco,Spanish,3416
Animalia,Cacayao,Spanish,3416
Animalia,Huapo rojo,Spanish,3416
Animalia,Cacajao,Spanish,3416
Animalia,Ouakari chauve,French,3416
Animalia,Black-headed Uacari,English,3417
Animalia,Black Uacari,English,3417
Animalia,Ouakari à tête noire,French,3417
Animalia,Brown Titi,English,3544
Animalia,Titi brun,French,3544
Animalia,Titi botté,French,3545
Animalia,Chestnut-bellied Titi,English,3545
Animalia,Booted Titi,English,3545
Animalia,Ashy-black Titi,English,3546
Animalia,Titi gris cendré,French,3546
Animalia,Titi roux,French,3547
Animalia,Callicèbe roux,French,3547
Animalia,Callicèbe cuivré,French,3547
Animalia,Coppery Titi,English,3547
Animalia,White-eared Titi,English,3548
Animalia,Titi d'Orbigny,French,3548
Animalia,Titi d'Herskhovitz,French,3549
Animalia,Hershkovitz's Titi,English,3549
Animalia,Dubious Titi,English,3549
Animalia,Titi d'Hoffman,French,3550
Animalia,Hoffmanns's Titi,English,3550
Animalia,Titi de Bolivie ,French,3551
Animalia,Rio Beni Titi,English,3551
Animalia,Titi gris,French,3552
Animalia,Red-bellied Titi,English,3552
Animalia,Titi molock,French,3552
Animalia,Dusky Titi,English,3552
Animalia,Andean Titi,English,3553
Animalia,Titi des montagnes du Pérou,French,3553
Animalia,Rio Mayo Titi,English,3553
Animalia,Olalla Brothers' Titi,English,3554
Animalia,Titi d'Olalla,French,3554
Animalia,Beni Titi,English,3554
Animalia,Masked Titi,English,3555
Animalia,Titi à masque,French,3555
Animalia,Titi à masque,French,3555
Animalia,Atlantic Titi,English,3555
Animalia,Titi à fraise,French,3556
Animalia,Widow Titi,English,3556
Animalia,Titi à collier,French,3556
Animalia,Collared Titi,English,3556
Animalia,Ornate Titi,English,3557
Animalia,Northern Bahian Blond Titi,English,3558
Animalia,Barbara Brown's Titi,English,3558
Animalia,Southern Bahian Masked Titi,English,3559
Animalia,Coastal Black-handed Titi,English,3559
Animalia,Black-fronted Titi,English,3560
Animalia,Widow Monkey,English,3562
Animalia,Lucifer Titi,English,3562
Animalia,Colombian Black-handed Titi,English,3563
Animalia,Goeldi's Tamarin,English,3564
Animalia,Goeldi's Marmoset,English,3564
Animalia,Goeldi's Monkey,English,3564
Animalia,Pichico negro,Spanish,3564
Animalia,Tití de Goeldi,Spanish,3564
Animalia,Tamarin de Goeldi,French,3564
Animalia,Tamarin sauteur,French,3564
Animalia,Tamarín de Goeldi,Spanish,3564
Animalia,Silvery Marmoset,English,3569
Animalia,Ouistiti argenté,French,3569
Animalia,White-eared Marmoset,English,3570
Animalia,Buffy-tufted-ear Marmoset,English,3570
Animalia,Marmouset à oreilles blanches,French,3570
Animalia,Oustiti à oreilles blanches,French,3570
Animalia,Oustiti oreillard,French,3570
Animalia,Callitrix de orejas blancas,Spanish,3570
Animalia,Buffy-headed Marmoset,English,3571
Animalia,Ouistiti à tête jaune,French,3571
Animalia,Callitrix de cabeza amarilla,Spanish,3571
Animalia,White-fronted Marmoset,English,3572
Animalia,Tití de caba blanca,Spanish,3572
Animalia,Geoffroy's Tufted-ear Marmoset,English,3572
Animalia,Ouistiti de Geoffroy,French,3572
Animalia,Tassel-eared Marmoset,English,3573
Animalia,Ouistiti à camail,French,3573
Animalia,Black-and-white Tassel-ear Marmoset,English,3573
Animalia,Common Marmoset,English,3574
Animalia,Ouistiti commun,French,3574
Animalia,White-tufted-ear Marmoset,English,3574
Animalia,Ouistiti à toupet blanc,French,3574
Animalia,Ouistiti à pinceaux blancs,French,3574
Animalia,Ouistiti de Kuhl,French,3575
Animalia,Ouistiti à pinceaux noirs,French,3575
Animalia,Wied's Marmoset,English,3575
Animalia,Wied's Black-tufted-ear Marmoset,English,3575
Animalia,Black-pencilled Marmoset,English,3576
Animalia,Black-tufted-ear Marmoset,English,3576
Animalia,Ouistiti à pinceaux noirs,French,3576
Animalia,Pygmy Marmoset,English,3577
Animalia,Ouistiti mignon,French,3577
Animalia,Golden-white Tassel-ear Marmoset,English,3578
Animalia,Gold-and-white Marmoset,English,3578
Animalia,Hershkovitz's Marmoset,English,3579
Animalia,Aripuana Marmoset,English,3579
Animalia,Black-headed Marmoset,English,3580
Animalia,Ouistiti à tête noire,French,3580
Animalia,White Marmoset,English,3581
Animalia,Sateré Marmoset,English,3582
Animalia,Ouistiti à oreilles argentées,French,3582
Animalia,Marca's Marmoset,English,3584
Animalia,Ouistiti de Marca,French,3584
Animalia,Ouistiti du rio Maues ,French,3585
Animalia,Rio Maués Marmoset,English,3585
Animalia,Buff-nosed Rat-kangaroo,English,3626
Animalia,Desert Rat-kangaroo,English,3626
Animalia,Plains Rat-kangaroo,English,3626
Animalia,Canguro-rata desértico,Spanish,3626
Animalia,Kangourou-rat du désert,French,3626
Animalia,Canguro del desierto,Spanish,3626
Animalia,Wild Bactrian Camel,English,3707
Animalia,Camello Bactriano,Spanish,3707
Animalia,Chameau de Bactriane,French,3707
Animalia,Chameau domestique,French,3707
Animalia,Golden Jackal,English,3744
Animalia,Chacal commun,French,3744
Animalia,Chacal doré,French,3744
Animalia,Common Jackal,English,3744
Animalia,Chacal,Spanish,3744
Animalia,Chacal doré,French,3744
Animalia,Lobo,Spanish,3746
Animalia,Loup,French,3746
Animalia,Timber Wolf,English,3746
Animalia,Grey Wolf,English,3746
Animalia,Wolf,English,3746
Animalia,Common Wolf,English,3746
Animalia,Lobo común,Spanish,3746
Animalia,Loup,French,3746
Animalia,Loup gris,French,3746
Animalia,Loup vulgaire,French,3746
Animalia,Northern Rocky Mountain Wolf,English,3750
Animalia,Texas Grey Wolf,English,3751
Animalia,Indian Grey Wolf,English,3752
Animalia,Loup des Indes,French,3752
Animalia,Pygmy Right Whale,English,3778
Animalia,Ballena franca pigmea,Spanish,3778
Animalia,Baleine pygmée,French,3778
Animalia,Markhor,English,3787
Animalia,Markhor,Spanish,3787
Animalia,Markhor,French,3787
Animalia,Markhor de Suleiman,French,3792
Animalia,Straight-horned Markhor,English,3793
Animalia,Markhor de Kaboul,French,3793
Animalia,Assam Rabbit,English,3833
Animalia,Hispid Hare,English,3833
Animalia,Conejo de Assam,Spanish,3833
Animalia,Lapin de l'Assam,French,3833
Animalia,Conejo de Assam,Spanish,3833
Animalia,Hispid Rabbit,English,3833
Animalia,Asian Caracal,English,3847
Animalia,African Caracal,English,3847
Animalia,Lince africano,Spanish,3847
Animalia,Caracal,Spanish,3847
Animalia,Caracal,French,3847
Animalia,Caracal,English,3847
Animalia,Desert Lynx,English,3847
Animalia,Lynx du désert,French,3847
Animalia,Lince caracal,Spanish,3847
Animalia,Broad-tail Beaver,English,4004
Animalia,Mexican Beaver,English,4005
Animalia,Rio Grande Beaver,English,4005
Animalia,Castor Mejicano,Spanish,4005
Animalia,Colorado River Beaver,English,4006
Animalia,Mongolian Beaver,English,4008
Animalia,Tagua,English,4015
Animalia,Chacoan Peccary,English,4015
Animalia,Chaco argentino,Spanish,4015
Animalia,Quimilero,Spanish,4015
Animalia,Pécari du Chaco,French,4015
Animalia,Bornean Marbled Cat,English,4037
Animalia,Bay Cat,English,4037
Animalia,Chat bai,French,4037
Animalia,Temminck's Cat,English,4038
Animalia,Asian Golden Cat,English,4038
Animalia,Gato dorado asiático,Spanish,4038
Animalia,Chat doré d'Asie,French,4038
Animalia,Golden Cat,English,4038
Animalia,Chat de Temminck,French,4038
Animalia,White-fronted Capuchin,English,4069
Animalia,Brown Pale-fronted Capuchin,English,4069
Animalia,Sajou à front blanc,French,4069
Animalia,Tufted Capuchin,English,4070
Animalia,Black-capped Capuchin,English,4070
Animalia,Sajou apelle,French,4070
Animalia,White-throated Capuchin,English,4071
Animalia,White-faced Capuchin,English,4071
Animalia,Mono capuchino,Spanish,4071
Animalia,Sajou à gorge blanche,French,4071
Animalia,Weeper Capuchin,English,4072
Animalia,Sajou brun,French,4072
Animalia,Kaapori Capuchin,English,4073
